Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu
Sehzadeler,130,1,25,0,0,0,0,0,4800000.0,3,1,-2.0,3,0,1,0,0,1
Sehzadeler,100,1,5,0,0,0,0,0,2450000.0,2,1,1.0,3,0,1,0,0,2
Turgutlu,114,1,6,0,1,0,0,0,3850000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,280,3,2,0,0,0,1,0,22000000.0,5,1,3.0,3,0,1,0,0,2
Akhisar,145,2,1,1,1,1,0,0,4350000.0,3,1,4.0,3,0,1,0,0,2
Salihli,135,1,6,0,0,0,0,0,2045000.0,3,1,3.0,3,0,1,0,0,1
Sehzadeler,135,1,6,0,0,0,0,0,4300000.0,3,1,3.0,3,0,1,0,0,1
Saruhanli,140,1,1,1,1,0,1,1,3600000.0,3,1,4.0,3,0,1,0,0,2
Salihli,190,2,8,1,1,1,0,0,7750000.0,3,1,3.0,3,0,1,0,0,2
Sehzadeler,55,1,25,0,0,0,1,0,2750000.0,1,1,0.0,3,0,0,1,0,1
Yunusemre,55,1,1,0,0,0,1,0,2950000.0,1,1,2.0,3,0,1,0,0,1
Salihli,200,1,5,0,1,1,1,0,5900000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,120,1,26,0,1,1,0,0,5100000.0,3,1,5.0,3,0,0,0,1,1
Sehzadeler,130,1,20,1,1,1,0,0,3950000.0,3,1,3.0,3,0,1,0,0,1
Sarigol,300,1,26,0,0,0,0,0,340000.0,2,1,3.0,1,0,0,0,1,0
Turgutlu,100,1,7,1,0,0,0,0,3500000.0,2,1,4.0,3,0,0,0,1,2
Yunusemre,95,1,3,0,0,1,1,0,2850000.0,2,1,0.5,3,0,1,0,0,1
Sehzadeler,105,1,25,1,1,0,1,0,3590000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,135,1,6,0,0,0,0,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,95,1,0,0,1,1,1,0,3150000.0,2,1,4.0,3,0,1,0,0,1
Turgutlu,152,2,1,1,1,1,0,0,4650000.0,3,1,4.0,2,0,1,0,0,1
Salihli,210,2,6,0,0,1,0,0,4400000.0,4,1,4.0,3,0,1,0,0,2
Turgutlu,127,1,1,1,1,1,0,0,4500000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,155,2,15,1,1,1,0,0,4500000.0,3,1,5.0,3,0,1,0,0,2
Akhisar,200,2,0,1,1,1,0,0,3850000.0,4,1,5.0,3,2,1,0,0,1
Yunusemre,110,1,0,0,0,0,1,0,3500000.0,3,0,0.5,3,2,1,0,0,2
Akhisar,105,1,7,0,0,1,1,0,4750000.0,2,1,3.0,3,0,0,1,0,1
Sehzadeler,130,1,30,0,1,1,1,0,4450000.0,3,1,0.5,3,0,1,0,0,2
Yunusemre,135,1,13,1,1,1,0,0,6875000.0,3,1,5.0,3,0,1,0,0,1
Yunusemre,130,1,7,1,1,1,1,0,3950000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,245,1,3,1,1,1,0,0,5250000.0,4,1,3.0,3,0,0,0,1,2
Akhisar,90,1,27,0,0,0,1,0,1685000.0,2,1,5.0,1,0,1,0,0,2
Turgutlu,135,1,6,0,0,0,0,0,2900000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,100,1,4,1,1,1,0,0,3300000.0,2,1,1.0,3,0,0,0,1,1
Turgutlu,110,1,1,0,1,1,1,0,3500000.0,2,1,1.0,3,0,1,0,0,1
Salihli,110,1,0,1,1,0,1,0,3800000.0,2,1,2.0,3,0,1,0,0,1
Salihli,120,1,1,1,1,1,0,0,3425000.0,3,1,3.0,3,0,1,0,0,2
Akhisar,125,1,2,0,1,0,0,0,3850000.0,3,1,3.0,3,2,1,0,0,1
Akhisar,130,1,1,0,1,1,1,0,3500000.0,3,1,1.0,3,0,0,0,1,1
Salihli,120,1,15,0,1,1,0,0,7000000.0,3,1,3.0,1,0,0,0,1,1
Salihli,135,1,0,1,1,1,0,0,5700000.0,3,1,4.0,0,2,1,0,0,1
Yunusemre,140,2,5,0,1,0,1,0,4600000.0,3,1,2.0,3,0,1,0,0,2
Alasehir,58,1,4,1,0,0,0,1,2100000.0,1,1,2.0,1,0,1,0,0,2
Turgutlu,135,1,16,0,0,0,0,0,3750000.0,3,1,4.0,3,0,0,1,0,2
Akhisar,140,2,0,0,0,1,1,0,4550000.0,3,1,3.0,3,0,1,0,0,2
Akhisar,132,2,0,0,0,1,0,0,4100000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,150,2,0,1,1,1,1,0,6000000.0,3,1,2.0,3,0,1,0,0,2
Akhisar,95,1,0,0,1,1,0,0,2950000.0,2,1,4.0,3,2,1,0,0,1
Turgutlu,100,1,0,1,1,1,1,0,3490000.0,2,1,3.0,3,0,1,0,0,2
Yunusemre,130,1,21,0,1,1,1,0,4150000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,180,2,15,1,1,1,0,1,4750000.0,3,1,3.0,3,0,1,0,0,2
Sehzadeler,115,1,26,0,1,0,1,0,3875000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,200,1,21,1,0,0,0,0,5400000.0,4,1,1.0,3,0,0,0,1,1
Sehzadeler,127,1,15,1,1,1,1,0,5450000.0,3,1,6.0,3,0,0,0,1,2
Soma,135,1,11,1,0,1,1,0,3875000.0,3,1,0.5,3,0,1,0,0,2
Yunusemre,85,1,1,0,1,1,0,0,3900000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,125,1,6,1,0,1,1,0,3500000.0,3,1,4.0,3,0,0,1,0,2
Yunusemre,80,1,3,0,0,0,0,0,5750000.0,2,1,0.0,3,0,0,0,1,1
Salihli,135,2,0,0,1,1,0,0,4150000.0,3,1,5.0,3,2,1,0,0,1
Akhisar,105,1,5,0,1,0,0,1,3900000.0,2,1,2.0,3,0,0,1,0,1
Turgutlu,135,1,6,0,0,0,1,0,4600000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,115,1,16,1,1,1,0,0,3950000.0,2,1,3.0,3,0,0,0,1,2
Turgutlu,102,2,0,0,1,1,1,0,4100000.0,2,1,5.0,3,2,1,0,0,1
Salihli,175,1,12,0,1,0,0,0,6500000.0,3,1,2.0,3,0,0,0,1,1
Yunusemre,95,1,4,1,0,0,1,0,3700000.0,2,1,0.5,3,0,0,0,1,1
Salihli,160,2,5,0,0,1,1,0,5500000.0,3,1,-2.0,3,0,0,0,1,1
Turgutlu,200,2,0,0,0,1,0,0,4440000.0,4,1,4.0,3,0,1,0,0,2
Turgutlu,134,2,0,0,1,1,0,0,5600000.0,3,1,3.0,3,0,1,0,0,2
Sehzadeler,125,1,25,1,1,0,0,0,4700000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,95,1,1,1,1,0,1,0,3500000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,280,3,1,1,1,1,1,0,5250000.0,5,1,5.0,3,0,1,0,0,1
Turgutlu,130,1,0,1,1,1,0,0,4750000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,130,1,6,0,0,1,0,0,3490000.0,3,1,4.0,3,0,0,1,0,2
Turgutlu,155,2,11,1,1,1,1,0,4500000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,250,3,4,0,0,0,1,0,5000000.0,5,1,4.0,3,0,0,0,1,1
Yunusemre,130,1,21,0,1,1,0,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,95,1,11,0,1,1,1,0,4250000.0,2,1,0.5,3,0,0,0,1,2
Sehzadeler,60,1,25,0,0,0,1,0,2550000.0,1,1,0.0,1,0,1,0,0,1
Yunusemre,85,1,1,0,1,1,1,0,3050000.0,2,1,0.5,3,0,1,0,0,2
Turgutlu,75,1,4,0,0,0,0,1,2500000.0,2,1,0.0,1,0,1,0,0,0
Yunusemre,120,1,25,1,1,0,1,0,4350000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,85,1,1,0,1,0,0,0,2900000.0,2,1,0.5,3,0,1,0,0,1
Yunusemre,135,1,1,1,1,1,0,0,4250000.0,3,1,3.0,3,0,0,0,1,1
Yunusemre,180,2,1,0,1,0,0,0,6700000.0,4,1,2.0,3,0,0,0,1,1
Yunusemre,50,1,7,0,0,1,0,1,2650000.0,1,1,2.0,3,0,1,0,0,1
Yunusemre,90,1,1,0,0,1,0,0,3900000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,135,1,6,0,0,0,0,0,4650000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,280,2,22,1,1,1,1,0,6000000.0,4,1,4.0,3,0,0,0,1,1
Akhisar,92,1,1,0,1,0,0,0,2550000.0,2,0,4.0,3,0,0,1,0,2
Sehzadeler,80,1,21,0,1,1,1,0,2950000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,90,2,1,0,1,1,1,0,3600000.0,2,1,2.0,3,0,1,0,0,2
Akhisar,225,2,0,1,0,1,0,0,14950000.0,5,1,3.0,3,0,1,0,0,2
Turgutlu,130,2,0,1,1,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Salihli,145,1,20,0,1,1,0,0,4600000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,130,1,1,1,1,0,0,0,4250000.0,3,1,3.0,3,0,1,0,0,1
Salihli,160,1,21,1,1,1,0,0,3500000.0,3,1,6.0,3,0,0,0,1,2
Turgutlu,310,3,0,0,1,1,1,0,5500000.0,5,1,5.0,3,0,1,0,0,2
Yunusemre,250,2,1,1,1,1,0,0,4740000.0,4,2,4.0,3,0,1,0,0,1
Sehzadeler,120,1,25,1,1,0,1,0,4800000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,100,1,21,0,1,0,1,0,3650000.0,3,1,5.0,3,0,1,0,0,1
Turgutlu,130,1,16,1,1,1,1,0,3600000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,115,2,1,0,0,1,1,0,3500000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,125,1,26,1,1,1,1,0,4150000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,95,1,1,0,1,0,0,0,3450000.0,2,1,1.0,3,0,1,0,0,1
Turgutlu,141,1,11,0,1,0,0,0,2500000.0,3,1,3.0,3,0,0,1,0,1
Yunusemre,125,1,4,0,0,1,1,0,4250000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,125,1,5,0,1,1,1,0,4500000.0,3,1,2.0,3,0,0,0,1,2
Akhisar,230,2,1,0,1,1,1,0,4600000.0,5,1,3.0,3,0,1,0,0,1
Salihli,116,1,5,0,1,1,0,0,7200000.0,2,1,3.0,1,0,0,1,0,1
Salihli,231,1,10,0,1,0,0,0,3600000.0,3,1,5.0,3,2,1,0,0,1
Salihli,135,2,0,1,0,1,1,0,6200000.0,3,1,3.0,3,2,1,0,0,1
Turgutlu,100,1,1,0,0,1,0,0,4200000.0,2,1,2.0,3,0,1,0,0,2
Yunusemre,110,1,1,0,0,1,1,0,4100000.0,2,1,4.0,3,0,1,0,0,1
Yunusemre,85,1,0,0,0,0,0,0,3600000.0,2,1,4.0,3,0,1,0,0,1
Yunusemre,100,1,1,0,0,1,0,0,3400000.0,2,1,0.5,3,0,1,0,0,1
Turgutlu,125,2,1,1,1,0,0,0,3950000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,105,1,0,0,0,0,0,0,4000000.0,2,1,2.0,3,2,1,0,0,2
Yunusemre,140,2,1,0,0,1,1,0,4100000.0,3,1,0.5,3,0,1,0,0,1
Sehzadeler,140,1,25,1,1,0,0,0,3900000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,75,1,11,0,0,0,0,0,1600000.0,2,1,2.0,3,0,1,0,0,2
Akhisar,135,1,0,0,1,1,1,0,3250000.0,3,1,1.0,3,0,1,0,0,2
Sehzadeler,195,1,0,1,1,0,0,0,5200000.0,5,1,3.0,3,2,1,0,0,2
Yunusemre,140,1,6,0,1,1,0,0,4300000.0,3,1,2.0,3,0,0,1,0,1
Yunusemre,105,1,5,0,0,1,0,0,3650000.0,2,1,4.0,3,0,0,0,1,1
Turgutlu,90,1,7,0,0,0,0,0,2690000.0,2,1,3.0,3,0,0,1,0,1
Salihli,100,1,25,0,1,0,0,0,3300000.0,2,1,2.0,3,0,0,1,0,2
Turgutlu,120,1,5,0,1,1,0,0,3750000.0,3,1,2.0,3,0,1,0,0,2
Saruhanli,120,1,1,0,1,0,0,0,3695000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,158,1,30,1,1,0,1,0,6600000.0,3,1,2.0,3,0,0,0,1,1
Yunusemre,114,1,0,0,1,1,1,0,8600000.0,3,1,6.0,3,0,0,0,1,1
Saruhanli,140,1,6,0,0,0,0,1,2750000.0,3,1,0.0,1,0,0,0,1,2
Yunusemre,160,1,25,0,1,1,0,0,3950000.0,3,1,0.5,3,0,1,0,0,1
Akhisar,140,2,0,0,0,0,0,0,3850000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,96,1,0,1,1,1,0,1,3550000.0,2,1,2.0,3,2,1,0,0,1
Akhisar,210,2,3,1,0,1,1,0,6500000.0,4,1,3.0,3,0,0,0,1,1
Yunusemre,95,1,0,0,1,1,1,0,3850000.0,2,1,0.5,3,0,1,0,0,1
Yunusemre,145,1,3,0,0,1,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,83,1,0,0,1,0,0,1,3400000.0,2,1,4.0,3,2,1,0,0,1
Akhisar,250,2,5,0,1,1,1,0,5250000.0,5,1,4.0,3,0,0,0,1,1
Yunusemre,145,1,0,1,1,1,1,0,5000000.0,3,1,3.0,3,2,1,0,0,1
Yunusemre,130,1,4,0,1,1,1,0,4350000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,105,1,21,0,1,1,1,0,3890000.0,2,1,4.0,3,0,1,0,0,2
Yunusemre,95,1,1,0,1,0,1,0,3200000.0,2,1,4.0,3,0,0,1,0,1
Yunusemre,80,1,0,0,0,0,0,0,3500000.0,2,1,2.0,3,0,1,0,0,1
Koprubasi,188,1,20,0,0,0,0,0,870000.0,2,2,3.0,3,0,1,0,0,2
Yunusemre,180,2,4,1,1,0,0,0,4400000.0,4,1,5.0,3,0,1,0,0,1
Turgutlu,135,1,21,0,0,0,0,0,2500000.0,3,1,3.0,3,0,0,1,0,1
Yunusemre,150,2,4,1,1,0,1,0,5750000.0,3,1,2.0,3,0,0,1,0,1
Yunusemre,60,1,1,0,1,1,0,0,3500000.0,1,1,3.0,3,0,1,0,0,1
Turgutlu,130,1,0,1,1,1,0,0,4250000.0,3,1,4.0,3,0,1,0,0,2
Akhisar,140,1,1,0,1,0,0,0,4100000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,100,2,0,0,1,0,0,0,3950000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,85,1,0,0,1,0,0,0,3650000.0,2,1,0.5,3,0,1,0,0,1
Yunusemre,90,1,0,0,0,0,1,0,3500000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,105,1,0,0,0,0,1,0,4000000.0,2,1,2.0,3,0,1,0,0,2
Yunusemre,65,1,0,0,0,0,0,0,2800000.0,1,1,2.0,3,0,1,0,0,1
Turgutlu,140,2,0,0,0,1,0,0,6800000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,130,1,11,1,1,1,0,0,2350000.0,3,1,4.0,3,0,0,1,0,2
Turgutlu,155,1,5,1,0,0,0,0,5500000.0,3,1,1.0,3,0,0,0,1,0
Turgutlu,115,1,25,0,0,0,0,0,2000000.0,2,1,5.0,1,0,0,1,0,1
Sehzadeler,140,2,26,1,1,1,0,0,5700000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,100,1,1,1,1,1,1,0,3850000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,150,1,6,1,1,0,0,0,5150000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,125,1,0,1,1,1,0,0,4000000.0,3,1,1.0,3,2,1,0,0,1
Yunusemre,115,1,25,1,1,1,1,0,3800000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,130,1,25,0,1,1,1,0,4275000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,90,1,6,0,0,0,1,0,3350000.0,2,1,4.0,3,0,0,1,0,1
Yunusemre,120,1,1,1,1,1,0,0,4150000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,95,1,0,0,0,1,1,0,3450000.0,2,1,0.5,3,0,1,0,0,1
Salihli,140,1,4,0,1,1,0,0,6000000.0,3,1,3.0,3,0,0,1,0,1
Yunusemre,85,1,0,0,1,0,0,0,3850000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,150,2,0,0,1,1,0,0,5250000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,157,1,6,0,0,1,0,0,4300000.0,3,1,2.0,3,0,0,0,1,2
Turgutlu,130,1,0,0,1,1,0,0,4000000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,85,1,0,0,1,1,1,0,3650000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,135,1,12,1,1,0,1,0,3750000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,120,1,0,1,1,1,0,0,3750000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,240,2,16,0,1,0,0,0,8250000.0,5,2,2.0,3,0,0,0,1,1
Turgutlu,95,1,11,0,0,0,1,0,2495000.0,2,1,0.5,1,0,0,1,0,1
Yunusemre,80,1,0,0,1,0,1,0,3400000.0,2,1,3.0,3,2,1,0,0,2
Sehzadeler,110,1,21,1,0,0,1,0,3050000.0,2,1,5.0,3,0,0,0,1,2
Yunusemre,105,1,1,0,0,1,0,0,4100000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,135,1,21,1,1,1,0,0,4295000.0,3,1,4.0,3,0,0,0,1,1
Turgutlu,130,1,1,1,1,0,0,0,4250000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,110,1,0,0,0,1,0,0,4000000.0,2,1,1.0,3,2,1,0,0,1
Yunusemre,140,1,1,0,0,1,1,0,5000000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,125,1,0,0,0,1,1,0,4950000.0,3,1,2.0,3,0,1,0,0,1
Salihli,125,1,16,0,0,1,0,0,2625000.0,2,1,2.0,1,0,0,1,0,2
Salihli,600,1,5,0,0,0,0,0,65000000.0,3,1,3.0,2,0,0,1,0,2
Sehzadeler,130,2,21,1,1,1,0,0,3850000.0,3,1,6.0,3,0,0,0,1,1
Yunusemre,125,1,4,1,1,0,0,0,3995000.0,3,1,0.5,3,0,0,0,1,2
Turgutlu,100,1,21,0,0,0,0,1,2550000.0,2,1,0.0,3,0,0,0,1,2
Yunusemre,95,1,1,0,0,0,0,0,3125000.0,2,1,4.0,3,0,1,0,0,1
Turgutlu,80,1,21,0,0,0,0,0,1480000.0,2,1,4.0,1,0,1,0,0,2
Akhisar,130,1,26,0,1,0,1,0,2700000.0,3,1,3.0,3,0,0,0,1,1
Kirkagac,95,1,23,1,0,0,0,0,1350000.0,2,1,4.0,3,0,0,1,0,2
Akhisar,95,2,0,0,1,1,0,0,4000000.0,2,1,1.0,3,2,1,0,0,1
Salihli,143,2,3,0,1,1,0,0,6500000.0,3,0,4.0,3,2,1,0,0,1
Turgutlu,150,2,9,0,0,1,0,0,6350000.0,3,1,3.0,2,0,0,1,0,2
Turgutlu,160,1,1,1,1,1,1,0,5250000.0,3,1,5.0,2,0,1,0,0,1
Turgutlu,150,2,0,0,1,1,1,0,5250000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,120,1,0,0,1,0,0,0,4750000.0,2,1,4.0,3,0,1,0,0,2
Yunusemre,135,1,4,1,1,0,0,0,5175000.0,3,1,3.0,3,0,0,0,1,1
Turgutlu,178,2,6,1,1,0,1,0,4550000.0,3,1,2.0,3,0,0,0,1,2
Turgutlu,130,2,0,1,1,1,1,0,5250000.0,2,1,1.0,3,0,1,0,0,1
Sehzadeler,110,1,0,0,0,0,0,0,8600000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,110,1,5,0,0,0,1,0,6500000.0,2,0,0.0,1,0,1,0,0,2
Turgutlu,100,1,1,0,1,1,0,0,3800000.0,3,0,3.0,3,2,1,0,0,1
Yunusemre,165,2,3,0,0,1,1,0,8750000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,115,1,0,0,1,1,0,0,3750000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,125,1,0,0,0,1,1,0,4750000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,90,1,11,1,0,0,0,0,2950000.0,2,1,0.0,3,0,0,0,1,2
Turgutlu,155,2,4,1,1,1,0,0,5450000.0,3,1,5.0,3,0,0,0,1,1
Turgutlu,170,1,0,1,1,1,1,0,6500000.0,4,1,3.0,3,2,1,0,0,2
Turgutlu,115,1,0,0,1,1,0,0,3650000.0,2,1,2.0,3,0,1,0,0,2
Yunusemre,95,1,0,0,0,1,0,0,3400000.0,2,1,3.0,3,0,1,0,0,1
Akhisar,227,3,1,1,0,0,1,0,14500000.0,5,1,0.0,3,0,1,0,0,1
Turgutlu,130,1,0,0,1,1,1,0,5490000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,140,2,1,0,1,1,1,0,4475000.0,3,1,11.0,2,0,1,0,0,2
Yunusemre,140,1,16,0,1,1,0,0,4350000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,85,1,1,1,0,1,0,0,3495000.0,2,1,5.0,3,0,1,0,0,1
Turgutlu,120,1,21,0,0,0,0,0,1900000.0,3,1,5.0,1,0,1,0,0,1
Turgutlu,115,1,0,0,1,1,1,0,3650000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,120,1,5,0,1,1,0,0,4975000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,140,1,8,1,1,0,1,0,5450000.0,3,1,5.0,3,0,0,0,1,1
Turgutlu,145,1,6,1,0,1,0,0,3850000.0,3,1,1.0,3,0,0,0,1,2
Turgutlu,140,1,21,0,1,0,0,0,4500000.0,3,1,0.0,3,0,1,0,0,1
Sehzadeler,125,1,34,1,1,0,1,0,4350000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,100,2,0,1,1,1,0,0,4500000.0,2,1,0.5,3,2,1,0,0,1
Yunusemre,75,1,0,0,0,0,0,0,4250000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,160,1,5,0,1,1,0,0,4100000.0,3,1,0.5,3,0,1,0,0,1
Turgutlu,150,2,0,0,1,1,0,0,5250000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,120,1,21,1,1,1,0,0,6800000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,275,2,1,0,1,1,1,0,4000000.0,4,1,3.0,3,0,1,0,0,1
Yunusemre,125,1,1,0,0,1,1,0,3550000.0,3,1,0.5,3,0,0,1,0,1
Yunusemre,120,2,0,1,1,1,1,0,5250000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,125,1,1,0,1,1,1,0,4700000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,130,1,11,0,0,1,0,0,6500000.0,3,1,2.0,1,0,1,0,0,2
Yunusemre,135,1,1,0,1,1,1,0,4500000.0,3,1,5.0,3,0,1,0,0,1
Yunusemre,145,1,6,1,0,1,0,0,4100000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,100,1,0,1,1,1,0,1,4100000.0,2,1,4.0,3,0,1,0,0,1
Yunusemre,92,1,1,0,1,0,1,0,4500000.0,2,1,1.0,3,0,1,0,0,1
Yunusemre,135,1,1,0,1,0,1,0,5300000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,100,1,0,0,1,1,1,0,4100000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,150,1,0,0,1,1,0,0,5000000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,180,2,1,1,1,1,0,0,4250000.0,4,1,4.0,3,0,1,0,0,1
Sehzadeler,136,1,21,0,1,0,1,0,4950000.0,3,1,4.0,3,0,1,0,0,1
Turgutlu,250,2,6,1,1,0,1,0,10250000.0,4,1,5.0,3,0,1,0,0,1
Turgutlu,125,2,0,1,1,1,0,0,4150000.0,3,1,3.0,3,0,1,0,0,2
Saruhanli,64,1,5,0,0,0,0,0,12500000.0,1,1,3.0,1,2,0,0,1,0
Yunusemre,100,1,0,0,0,1,1,0,5495000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,125,1,21,0,1,1,0,0,3500000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,200,1,0,0,0,0,0,0,6250000.0,5,1,5.0,3,0,1,0,0,1
Turgutlu,150,2,0,0,1,1,1,0,3900000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,130,1,21,1,1,0,0,0,4575000.0,3,1,4.0,3,0,0,0,1,2
Turgutlu,105,1,0,0,1,1,0,0,3350000.0,2,1,2.0,3,0,1,0,0,2
Saruhanli,65,1,1,0,0,0,0,0,2100000.0,1,1,1.0,3,0,1,0,0,2
Yunusemre,180,2,11,1,1,1,0,0,8300000.0,4,1,4.0,3,0,0,0,1,2
Turgutlu,145,2,0,0,0,0,0,0,5000000.0,3,1,3.0,3,0,1,0,0,0
Salihli,357,1,25,0,1,1,0,0,7500000.0,3,1,3.0,1,0,0,1,0,0
Akhisar,200,2,1,1,1,1,0,0,4500000.0,4,1,4.0,3,0,0,0,1,1
Turgutlu,140,1,11,0,1,1,0,1,3599000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,140,1,1,0,1,1,0,0,3300000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,160,2,0,0,1,1,0,0,6750000.0,3,1,1.0,3,0,1,0,0,2
Yunusemre,90,1,5,1,1,0,1,0,3350000.0,2,1,0.5,3,0,1,0,0,2
Sehzadeler,125,1,25,0,0,0,0,0,3680000.0,3,1,4.0,3,0,1,0,0,1
Sehzadeler,140,1,16,0,1,1,1,0,4350000.0,3,1,5.0,3,0,0,0,1,2
Turgutlu,130,2,0,0,0,1,1,0,4250000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,125,1,26,0,1,1,0,0,2350000.0,3,1,3.0,0,0,1,0,0,1
Sehzadeler,125,1,34,1,1,0,0,0,3350000.0,3,1,4.0,3,0,1,0,0,1
Saruhanli,480,1,30,0,0,0,0,0,2550000.0,2,1,3.0,1,0,1,0,0,2
Turgutlu,135,1,21,1,1,1,1,0,2950000.0,3,1,6.0,3,0,0,0,1,2
Yunusemre,60,1,0,0,0,0,0,0,2650000.0,1,1,2.0,2,0,1,0,0,1
Akhisar,145,1,31,0,0,0,0,0,2950000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,89,2,0,0,0,0,1,0,3470000.0,3,1,0.5,3,0,1,0,0,1
Akhisar,280,1,19,1,0,0,1,0,14000000.0,4,1,3.0,3,0,1,0,0,1
Turgutlu,105,1,0,0,1,1,0,0,4150000.0,2,1,2.0,3,0,1,0,0,2
Turgutlu,105,1,0,1,1,1,0,0,3650000.0,2,1,1.0,3,0,1,0,0,2
Turgutlu,95,1,25,1,0,0,0,0,2550000.0,2,1,3.0,3,0,0,0,1,1
Soma,316,1,35,0,0,0,0,0,1500000.0,2,1,3.0,1,0,1,0,0,0
Yunusemre,135,1,6,0,0,0,0,0,4650000.0,3,1,3.0,3,0,1,0,0,1
Sehzadeler,135,1,4,0,0,1,1,0,4950000.0,3,1,2.0,3,0,0,0,1,1
Yunusemre,180,2,11,1,0,1,1,0,8000000.0,4,1,4.0,2,0,0,0,1,1
Saruhanli,200,1,3,0,0,0,1,0,29900000.0,3,0,0.0,1,0,1,0,0,2
