Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu
Turgutlu,160,1,13,0,0,0,0,0,3100000.0,3,1,2.0,3,0,0,1,0,2
Yunusemre,250,2,6,1,0,0,0,0,5450000.0,5,1,5.0,3,0,1,0,0,1
Yunusemre,130,1,21,1,1,1,0,0,4200000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,100,1,0,1,0,1,1,0,2750000.0,2,1,0.0,3,0,1,0,0,1
Yunusemre,240,2,6,0,1,0,1,0,4250000.0,4,1,3.0,3,0,1,0,0,2
Yunusemre,65,1,10,1,1,1,0,0,3725000.0,1,1,2.0,3,0,1,0,0,1
Akhisar,280,3,0,0,1,1,1,0,7500000.0,5,1,3.0,3,0,1,0,0,2
Yunusemre,105,1,26,0,1,0,1,0,3790000.0,2,1,6.0,3,0,1,0,0,2
Yunusemre,135,1,6,0,0,0,0,0,4125000.0,3,1,3.0,3,0,1,0,0,1
Salihli,325,3,20,1,0,0,1,0,5350000.0,4,1,3.0,2,0,0,0,1,2
Turgutlu,150,1,27,0,0,0,1,0,3700000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,145,2,0,0,1,1,0,0,4150000.0,3,1,7.0,3,0,1,0,0,1
Yunusemre,84,1,4,0,0,1,0,0,3100000.0,2,1,2.0,3,0,1,0,0,2
Saruhanli,115,1,6,0,1,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,280,2,0,0,1,1,1,0,10250000.0,5,2,4.0,3,0,1,0,0,2
Yunusemre,235,3,16,0,0,1,1,0,13500000.0,5,1,1.0,3,0,1,0,0,2
Sehzadeler,90,1,30,0,0,0,1,0,1275000.0,2,0,3.0,1,0,1,0,0,2
Sehzadeler,160,1,26,0,1,0,0,0,4000000.0,3,1,2.0,3,0,0,1,0,2
Salihli,88,1,7,0,0,1,0,0,3200000.0,2,1,0.0,1,0,0,0,1,1
Akhisar,135,2,0,0,1,1,0,0,5750000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,95,1,8,1,1,0,0,0,3350000.0,2,1,5.0,3,0,1,0,0,2
Sehzadeler,140,1,25,1,0,0,0,0,3550000.0,3,1,0.5,3,0,1,0,0,2
Yunusemre,135,1,6,0,0,0,0,0,4550000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,125,1,3,0,1,1,0,0,4700000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,100,1,27,0,1,0,1,0,5200000.0,2,1,6.0,3,0,1,0,0,1
Akhisar,220,2,5,1,1,1,0,0,4950000.0,2,2,4.0,3,0,0,0,1,1
Yunusemre,60,1,3,1,1,1,1,0,3300000.0,1,1,0.5,3,0,1,0,0,2
Ahmetli,250,1,31,0,0,0,0,0,2950000.0,3,1,0.0,1,0,1,0,0,2
Turgutlu,150,1,13,1,1,1,0,0,5950000.0,3,1,5.0,3,0,1,0,0,2
Akhisar,130,1,0,0,0,0,1,0,4200000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,165,2,2,1,0,1,1,0,7650000.0,3,1,5.0,3,0,1,0,0,1
Yunusemre,220,2,0,0,0,1,1,0,15000000.0,3,1,1.0,3,0,1,0,0,2
Yunusemre,130,1,0,0,0,0,1,0,4999999.0,3,1,2.0,3,0,1,0,0,1
Akhisar,130,1,0,1,0,0,0,0,3870000.0,3,1,1.0,3,0,1,0,0,2
Sehzadeler,250,2,21,0,0,0,1,0,5500000.0,5,2,5.0,3,0,0,0,1,2
Akhisar,145,2,11,0,0,1,0,0,4000000.0,3,1,1.0,3,0,0,0,1,2
Salihli,145,1,25,0,1,0,0,0,2700000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,160,3,4,0,0,0,1,0,7950000.0,4,1,3.0,3,0,0,0,1,2
Demirci,80,1,1,0,0,0,1,0,350000.0,2,1,3.0,0,0,1,0,0,2
Yunusemre,260,2,11,0,1,0,0,0,6400000.0,5,2,4.0,3,0,0,0,1,1
Yunusemre,145,1,6,0,1,1,0,0,4400000.0,3,1,4.0,3,0,0,1,0,1
Yunusemre,165,2,3,1,1,0,0,0,8750000.0,3,1,1.0,3,0,1,0,0,1
Saruhanli,110,1,0,0,1,1,1,0,3250000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,180,2,1,0,1,1,0,0,7750000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,200,2,5,0,0,1,0,0,6300000.0,4,1,4.0,1,0,0,0,1,2
Yunusemre,136,2,4,1,1,0,1,0,5650000.0,3,1,1.0,3,0,0,1,0,1
Yunusemre,110,2,11,1,1,1,0,0,5750000.0,2,1,3.0,3,0,0,1,0,2
Turgutlu,265,1,20,0,1,1,0,0,4150000.0,3,1,0.5,3,0,0,0,1,1
Salihli,54,1,2,0,1,0,0,1,2350000.0,1,1,-3.0,1,0,1,0,0,1
Turgutlu,120,1,20,0,0,0,0,1,3200000.0,2,1,5.0,3,0,1,0,0,1
Yunusemre,160,1,26,1,1,0,0,0,6350000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,50,1,2,0,0,0,0,0,2500000.0,1,1,0.5,3,0,1,0,0,2
Yunusemre,120,1,16,1,1,1,0,0,3400000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,140,1,12,1,1,0,0,0,6970000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,70,1,8,0,1,0,0,1,2500000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,80,1,6,0,0,0,0,0,1625000.0,2,1,3.0,3,0,0,0,1,2
Sehzadeler,130,2,28,1,1,0,1,0,4950000.0,3,1,3.0,3,0,1,0,0,1
Salihli,170,2,7,0,1,1,0,1,5400000.0,3,1,5.0,3,0,0,0,1,2
Akhisar,130,2,0,0,1,1,0,0,4000000.0,3,1,2.0,3,2,1,0,0,1
Turgutlu,80,1,8,0,0,0,1,0,1650000.0,2,1,3.0,3,0,0,0,1,2
Saruhanli,200,2,8,1,0,0,0,0,5250000.0,4,1,4.0,3,0,0,0,1,1
Akhisar,165,2,0,0,0,0,1,0,4100000.0,3,1,7.0,3,0,1,0,0,1
Yunusemre,60,1,0,0,1,1,1,0,3250000.0,1,1,5.0,3,0,1,0,0,1
Yunusemre,130,1,16,1,1,0,1,0,3550000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,95,1,0,0,0,0,1,0,3450000.0,2,1,2.0,3,0,1,0,0,1
Salihli,95,1,5,0,1,1,0,0,3495000.0,2,1,5.0,3,0,0,1,0,2
Yunusemre,75,1,5,0,0,0,0,0,2850000.0,2,1,0.5,3,0,0,0,1,1
Saruhanli,95,1,0,0,0,0,1,0,3250000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,210,2,5,0,0,0,0,0,7650000.0,5,2,6.0,3,0,0,0,1,1
Yunusemre,100,1,11,0,0,0,1,0,3900000.0,3,1,0.5,3,0,0,0,1,1
Yunusemre,96,1,0,1,1,0,1,0,3800000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,115,1,26,0,0,0,0,0,1675000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,95,1,1,0,1,1,0,0,3900000.0,2,1,0.5,2,0,1,0,0,2
Yunusemre,110,1,0,0,1,0,1,0,3600000.0,3,1,0.5,3,2,1,0,0,1
Akhisar,95,1,0,0,0,0,0,0,3650000.0,2,1,1.0,3,1,1,0,0,2
Turgutlu,45,1,28,0,0,0,0,0,2900000.0,1,0,0.0,1,0,1,0,0,2
Salihli,175,2,5,1,1,1,0,0,5100000.0,1,1,5.0,1,0,0,0,1,1
Alasehir,450,1,10,0,0,0,0,0,5300000.0,4,1,3.0,1,2,1,0,0,1
Yunusemre,160,2,5,0,0,1,0,0,4200000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,70,1,0,0,1,1,0,0,3795000.0,1,1,6.0,3,2,1,0,0,1
Alasehir,110,1,31,0,0,0,1,0,2090000.0,2,1,4.0,1,0,1,0,0,2
Turgutlu,255,2,11,1,0,0,1,0,16500000.0,4,1,1.0,3,0,0,0,1,2
Yunusemre,125,1,16,0,1,1,0,0,4750000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,120,1,1,0,0,0,0,0,3100000.0,3,1,0.0,3,0,1,0,0,2
Saruhanli,100,1,0,0,0,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,200,2,21,0,0,1,1,0,5500000.0,3,1,1.0,3,0,0,0,1,1
Yunusemre,200,1,16,0,0,1,0,0,3750000.0,2,1,0.0,1,0,1,0,0,2
Akhisar,140,1,11,1,0,0,0,0,3900000.0,3,1,2.0,3,0,1,0,0,1
Salihli,280,3,3,1,1,1,1,0,11000000.0,5,1,5.0,3,0,0,0,1,1
Yunusemre,50,1,4,0,0,0,1,1,2270000.0,1,1,0.5,3,0,0,1,0,1
Sehzadeler,165,1,26,0,1,0,1,0,3725000.0,3,1,5.0,3,0,0,1,0,2
Turgutlu,110,1,16,0,0,0,0,0,2450000.0,3,0,4.0,3,0,0,0,1,1
Saruhanli,135,1,6,0,0,0,0,0,2250000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,125,1,15,1,0,0,1,0,3300000.0,3,1,5.0,3,0,0,0,1,1
Yunusemre,135,1,26,0,1,1,1,0,4000000.0,3,1,4.0,3,0,0,0,1,1
Yunusemre,110,1,25,0,1,1,1,0,3650000.0,2,1,5.0,3,0,1,0,0,2
Sehzadeler,120,1,35,1,1,0,0,0,4950000.0,3,1,1.0,3,0,1,0,0,1
Ahmetli,136,1,0,0,0,1,1,0,3350000.0,3,1,7.0,3,0,1,0,0,1
Sehzadeler,135,1,25,0,1,0,0,0,3800000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,350,3,6,0,0,1,0,0,7550000.0,5,1,0.0,3,0,1,0,0,2
Akhisar,140,1,5,0,1,1,0,0,2375000.0,2,1,2.0,3,0,1,0,0,2
Yunusemre,120,1,16,1,1,1,0,0,3000000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,100,1,4,0,1,0,1,0,4450000.0,2,1,0.0,3,0,0,1,0,1
Akhisar,95,2,0,0,1,0,0,0,4000000.0,2,1,1.0,3,2,1,0,0,1
Akhisar,170,2,2,1,0,0,0,0,3950000.0,4,1,3.0,3,0,0,0,1,1
Akhisar,105,1,11,0,0,0,0,0,3000000.0,2,1,0.0,3,0,0,0,1,1
Yunusemre,125,1,0,1,1,0,0,0,3799000.0,3,1,-1.0,3,0,1,0,0,2
Yunusemre,50,1,6,0,1,0,0,0,2350000.0,1,1,2.0,3,0,1,0,0,1
Yunusemre,145,2,2,0,0,0,0,0,5650000.0,4,1,4.0,3,0,1,0,0,1
Saruhanli,205,1,0,0,1,0,0,0,5750000.0,5,1,5.0,3,0,1,0,0,1
Yunusemre,165,2,4,0,0,0,0,0,4800000.0,4,1,3.0,3,0,1,0,0,1
Yunusemre,115,1,16,0,1,0,0,0,4250000.0,2,1,2.0,3,0,0,0,1,2
Yunusemre,85,1,0,1,1,1,0,0,3250000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,130,2,0,1,1,1,0,0,6300000.0,3,1,3.0,3,2,1,0,0,2
Yunusemre,130,2,8,0,1,0,1,0,4250000.0,3,1,4.0,3,0,0,0,1,1
Akhisar,145,1,30,0,0,0,1,1,3050000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,180,2,16,0,0,0,0,0,7500000.0,4,2,2.0,3,0,1,0,0,1
Yunusemre,115,2,1,0,1,0,1,0,4750000.0,2,1,1.0,3,0,1,0,0,1
Turgutlu,120,1,26,0,1,0,0,0,2250000.0,2,1,3.0,1,0,1,0,0,2
Sehzadeler,320,2,15,0,0,0,1,0,5500000.0,5,2,3.0,1,0,0,0,1,0
Salihli,90,1,0,0,1,1,0,0,4150000.0,2,1,3.0,3,2,1,0,0,1
Salihli,340,1,15,0,0,0,1,1,5750000.0,3,0,3.0,1,0,0,0,1,2
Turgutlu,145,2,1,0,0,0,1,0,5250000.0,4,1,4.0,3,0,0,0,1,2
Yunusemre,260,2,11,0,0,1,0,0,5450000.0,5,1,5.0,3,0,1,0,0,1
Turgutlu,120,1,21,1,0,0,0,0,2950000.0,2,1,1.0,3,0,0,0,1,2
Yunusemre,90,2,0,0,0,0,0,0,4600000.0,2,1,0.5,3,0,1,0,0,1
Kirkagac,210,1,20,1,0,0,0,0,19800000.0,6,2,3.0,2,0,0,0,1,2
Saruhanli,95,1,0,0,0,0,1,0,2949000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,140,1,16,1,1,1,0,0,8200000.0,3,1,2.0,3,0,1,0,0,2
Akhisar,100,1,31,0,0,0,0,0,2750000.0,2,1,1.0,3,0,0,0,1,1
Yunusemre,175,2,1,1,1,1,1,0,4650000.0,4,1,1.0,3,0,0,1,0,1
Salihli,140,1,6,1,1,1,0,0,5650000.0,3,1,3.0,3,0,1,0,0,1
Sehzadeler,120,1,26,1,0,1,0,0,4400000.0,3,1,2.0,3,0,0,1,0,1
Sehzadeler,125,1,40,1,1,0,0,0,3500000.0,3,1,3.0,1,0,0,1,0,1
Sehzadeler,185,1,34,0,0,0,1,0,1150000.0,1,1,3.0,1,0,1,0,0,2
Salihli,140,1,25,0,0,1,0,1,3200000.0,3,1,-2.0,3,0,1,0,0,2
Akhisar,130,1,26,0,1,0,0,0,1975000.0,2,1,2.0,3,0,1,0,0,1
Salihli,145,1,10,0,0,1,0,0,3300000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,165,1,6,1,1,1,1,0,3350000.0,4,1,4.0,3,0,0,0,1,1
Sehzadeler,125,1,34,0,1,0,0,0,2550000.0,3,1,6.0,3,0,0,1,0,1
Sehzadeler,125,1,31,0,0,0,0,0,4250000.0,3,1,2.0,3,0,0,0,1,2
Yunusemre,90,1,21,0,0,0,0,0,2950000.0,2,1,0.0,0,0,1,0,0,2
Turgutlu,135,2,7,0,0,0,0,0,3000000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,250,2,16,1,1,1,1,0,8500000.0,4,1,5.0,3,0,0,0,1,1
Sehzadeler,100,1,30,0,0,0,1,0,2450000.0,2,1,5.0,1,0,0,1,0,2
Yunusemre,135,1,6,0,0,0,0,0,4000000.0,3,1,3.0,3,0,1,0,0,1
Saruhanli,85,1,8,1,0,0,0,0,2400000.0,2,0,0.5,3,0,1,0,0,1
Akhisar,180,3,1,0,0,1,0,0,3250000.0,4,1,3.0,3,0,1,0,0,1
Sehzadeler,95,1,30,0,1,1,1,0,3050000.0,2,1,3.0,3,0,1,0,0,2
Akhisar,130,1,21,0,0,0,0,0,2250000.0,3,1,3.0,3,0,0,0,1,1
Turgutlu,65,1,11,1,1,1,0,0,2900000.0,1,1,5.0,3,0,0,1,0,2
Yunusemre,80,1,5,0,1,1,0,1,2750000.0,2,1,4.0,3,0,0,1,0,1
Saruhanli,145,1,4,0,1,0,0,0,3850000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,200,2,11,0,0,0,0,0,9300000.0,5,1,10.0,3,0,0,0,1,2
Yunusemre,170,2,6,0,0,0,0,0,5250000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,95,1,0,0,0,1,0,0,8000000.0,2,1,6.0,3,0,1,0,0,1
Yunusemre,110,1,10,1,1,0,0,0,3450000.0,3,1,2.0,3,0,0,0,1,1
Alasehir,170,2,0,1,1,0,1,0,5250000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,240,2,4,1,1,1,0,0,5600000.0,4,2,5.0,3,0,1,0,0,1
Yunusemre,85,1,0,1,1,1,0,0,3250000.0,2,1,3.0,3,2,1,0,0,1
Turgutlu,80,1,0,0,1,1,1,0,3500000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,150,2,1,1,0,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,105,1,5,1,0,1,0,0,3550000.0,2,1,2.0,3,0,1,0,0,1
Saruhanli,140,1,0,1,0,0,1,0,4300000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,150,2,1,0,1,1,0,0,4500000.0,4,1,3.0,3,0,1,0,0,1
Akhisar,150,1,11,0,0,0,0,0,3550000.0,3,1,1.0,3,0,0,1,0,1
Akhisar,135,2,1,0,1,0,1,0,4500000.0,3,0,2.0,3,2,1,0,0,1
Yunusemre,145,1,16,1,0,0,0,0,8150000.0,3,1,6.0,3,0,0,0,1,2
Yunusemre,240,2,21,1,1,0,0,0,8150000.0,4,1,4.0,3,0,0,0,1,1
Turgutlu,130,1,0,0,0,0,0,0,6000000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,115,2,1,0,1,0,0,0,2920000.0,2,1,4.0,3,0,0,0,1,2
Turgutlu,300,3,5,0,1,1,0,0,10020000.0,4,2,15.0,3,0,1,0,0,2
Yunusemre,75,1,11,0,0,0,0,1,2350000.0,2,1,0.0,3,0,0,1,0,1
Soma,95,1,0,0,1,1,1,0,2650000.0,2,1,2.0,2,2,1,0,0,1
Yunusemre,553,2,2,0,1,0,0,0,8600000.0,3,2,0.0,2,0,1,0,0,0
Yunusemre,95,1,5,1,1,0,0,0,3650000.0,2,1,3.0,3,0,1,0,0,2
Akhisar,145,1,20,0,0,1,0,0,3000000.0,3,1,3.0,3,0,0,1,0,2
Yunusemre,115,1,4,0,1,0,0,0,3480000.0,3,1,3.0,3,0,0,1,0,2
Yunusemre,120,1,16,1,1,1,1,0,3700000.0,3,1,2.0,3,0,0,0,1,1
Sehzadeler,125,1,36,1,1,0,1,0,3750000.0,3,1,4.0,3,0,1,0,0,1
Sehzadeler,89,1,50,1,1,0,0,0,3250000.0,2,1,4.0,3,0,0,1,0,2
Turgutlu,140,2,6,1,1,1,0,0,4450000.0,3,1,3.0,3,0,0,0,1,2
Akhisar,130,1,2,0,0,1,0,0,3450000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,140,2,0,0,1,1,0,0,5400000.0,3,1,1.0,3,0,1,0,0,2
Yunusemre,85,1,4,0,1,0,0,0,2950000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,120,1,16,0,1,0,0,0,4950000.0,3,1,2.0,3,0,1,0,0,2
Akhisar,150,2,4,0,1,1,1,0,4160000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,95,1,0,0,0,0,0,0,8000000.0,2,1,6.0,3,0,1,0,0,1
Turgutlu,135,1,10,1,1,0,0,0,4350000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,70,1,5,1,0,0,0,1,2600000.0,1,1,2.0,3,0,1,0,0,1
Akhisar,300,3,2,1,0,0,1,0,8500000.0,5,1,3.0,3,0,0,0,1,1
Turgutlu,130,2,5,1,0,1,0,0,4950000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,85,1,6,1,0,1,0,1,4150000.0,1,1,2.0,3,0,0,1,0,2
Akhisar,130,2,0,0,1,1,0,0,3950000.0,3,1,3.0,3,2,1,0,0,1
Yunusemre,320,2,20,0,1,0,0,0,8500000.0,5,1,5.0,3,0,1,0,0,1
Yunusemre,60,1,1,1,1,0,1,0,4600000.0,1,1,3.0,3,0,1,0,0,1
Yunusemre,80,1,5,1,1,1,0,0,4000000.0,2,1,3.0,3,0,0,0,1,1
Saruhanli,75,1,0,1,0,1,0,0,2300000.0,2,1,3.0,3,0,1,0,0,2
Turgutlu,90,1,0,0,1,1,0,0,2850000.0,2,1,1.0,3,0,1,0,0,1
Sehzadeler,160,2,3,0,0,0,1,1,6700000.0,4,1,0.0,1,0,0,0,1,2
Akhisar,126,2,6,1,1,1,1,0,3500000.0,3,1,2.0,3,0,0,0,1,2
Yunusemre,185,2,4,1,1,0,0,0,4600000.0,4,1,3.0,3,0,1,0,0,2
Salihli,100,1,0,0,1,0,0,1,7500000.0,1,1,0.0,1,0,1,0,0,0
Yunusemre,145,2,20,1,1,0,0,0,7900000.0,3,1,2.0,3,0,0,0,1,2
Turgutlu,170,2,0,1,1,1,1,0,6250000.0,3,1,3.0,2,0,0,0,1,1
Yunusemre,71,1,1,1,0,1,0,0,7760000.0,2,1,4.0,2,0,1,0,0,2
Yunusemre,200,2,9,1,0,1,0,0,14750000.0,4,1,7.0,3,0,1,0,0,1
Salihli,290,3,11,0,1,1,1,0,8400000.0,5,1,4.0,3,0,0,0,1,2
Yunusemre,120,1,0,0,1,0,1,0,5150000.0,3,1,2.0,3,2,1,0,0,2
Soma,120,1,20,0,0,1,0,0,1350000.0,2,1,3.0,1,0,1,0,0,2
Salihli,143,1,25,0,1,0,0,0,4000000.0,2,1,3.0,1,0,0,0,1,1
Akhisar,267,3,0,1,1,1,0,0,5500000.0,4,2,3.0,3,2,1,0,0,1
Saruhanli,125,1,1,0,1,0,1,0,3750000.0,3,1,5.0,3,0,0,1,0,1
Yunusemre,80,1,21,0,0,0,0,0,2300000.0,1,1,0.5,0,0,1,0,0,2
Sehzadeler,150,1,21,0,0,1,1,0,3895000.0,3,1,0.5,3,0,1,0,0,1
Salihli,95,1,5,1,1,1,0,0,3250000.0,2,1,-1.0,1,0,1,0,0,2
Akhisar,135,2,0,0,1,1,0,0,4000000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,140,1,11,1,1,1,0,0,4200000.0,3,1,3.0,3,0,0,0,1,2
Turgutlu,157,2,4,1,1,0,0,0,4750000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,75,1,5,0,0,0,0,0,2790000.0,2,1,0.5,3,0,1,0,0,1
Yunusemre,135,1,6,0,1,1,1,0,6495000.0,2,0,0.0,1,0,1,0,0,2
Yunusemre,60,1,0,1,1,1,1,0,3350000.0,1,1,5.0,3,0,1,0,0,1
Sehzadeler,130,1,20,1,1,1,1,0,4250000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,150,1,18,1,0,0,0,0,2500000.0,3,1,4.0,3,1,1,0,0,2
Yunusemre,103,1,0,1,1,1,0,0,5250000.0,2,1,1.0,3,2,1,0,0,1
Turgutlu,300,2,1,0,1,1,1,0,9100000.0,5,1,4.0,3,0,1,0,0,1
Akhisar,140,1,40,0,1,0,1,0,1200000.0,2,0,4.0,1,0,1,0,0,2
Akhisar,140,2,16,1,1,1,0,0,3750000.0,3,1,2.0,3,0,0,0,1,1
Yunusemre,200,1,6,1,1,1,0,0,4200000.0,3,1,0.5,3,0,0,1,0,1
Akhisar,100,1,0,0,1,1,1,0,3250000.0,2,0,3.0,3,2,1,0,0,1
Saruhanli,105,1,0,1,0,0,0,0,3100000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,115,2,6,0,1,0,1,0,7000000.0,3,1,2.0,3,0,0,1,0,1
Turgutlu,145,2,4,1,1,1,0,0,5750000.0,3,1,1.0,3,0,0,0,1,2
Akhisar,140,2,1,1,1,1,0,0,3500000.0,3,1,1.0,3,0,0,0,1,2
Turgutlu,60,1,0,0,0,1,1,0,3575000.0,1,1,0.0,2,0,1,0,0,1
Yunusemre,134,2,1,1,0,1,0,0,11950000.0,3,1,13.0,2,0,1,0,0,2
Yunusemre,110,1,0,1,1,1,0,0,6850000.0,2,1,0.5,3,2,1,0,0,1
Yunusemre,105,1,21,1,1,1,1,0,3950000.0,2,1,4.0,3,0,1,0,0,2
Yunusemre,150,2,5,0,0,1,1,0,9095000.0,3,1,0.5,3,0,0,1,0,1
Salihli,100,1,20,0,0,0,1,0,2045000.0,2,1,3.0,1,0,0,0,1,0
Sehzadeler,110,1,28,1,1,0,0,0,3200000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,65,1,5,0,0,1,0,1,4575000.0,1,1,1.0,3,0,0,1,0,1
Yunusemre,95,1,5,0,1,1,0,0,3870000.0,2,1,3.0,3,0,0,0,1,2
Yunusemre,105,1,1,0,1,0,1,0,3650000.0,2,1,3.0,3,0,0,1,0,1
Akhisar,125,1,28,1,1,0,1,0,2475000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,76,1,0,1,0,1,0,0,2700000.0,2,1,0.5,3,0,1,0,0,2
Saruhanli,132,1,0,1,1,0,0,0,3200000.0,3,1,5.0,3,2,1,0,0,1
Saruhanli,85,1,0,0,0,0,0,0,2900000.0,2,1,3.0,3,2,1,0,0,2
Yunusemre,155,1,16,0,1,1,1,0,5000000.0,3,1,0.0,3,0,0,0,1,1
Turgutlu,180,1,6,1,1,1,0,0,5150000.0,3,1,1.0,3,0,0,0,1,2
Salihli,145,1,20,0,0,0,0,0,3900000.0,3,1,4.0,3,0,1,0,0,2
Akhisar,130,1,11,0,0,0,0,0,3150000.0,3,1,4.0,3,0,0,0,1,1
Yunusemre,85,1,0,0,0,1,0,0,2780000.0,2,1,0.5,3,0,1,0,0,1
Turgutlu,130,1,0,0,1,1,0,0,4150000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,95,1,5,0,0,0,0,0,2925000.0,2,1,0.5,3,0,1,0,0,1
Turgutlu,102,1,0,0,1,1,0,0,3800000.0,2,1,1.0,3,2,1,0,0,2
Turgutlu,140,1,21,1,0,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,2
Salihli,567,1,1,0,0,0,0,0,6000000.0,2,1,3.0,1,0,0,0,1,2
Soma,105,2,17,1,0,0,1,0,4750000.0,2,1,3.0,2,0,0,0,1,0
Yunusemre,60,1,1,1,0,1,1,0,3400000.0,1,1,1.0,3,0,1,0,0,1
Turgutlu,95,2,0,0,0,0,1,0,5500000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,150,2,6,1,1,1,0,0,4600000.0,3,1,1.0,3,0,1,0,0,1
Sehzadeler,140,1,31,1,1,0,0,0,3575000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,134,1,25,0,0,1,1,0,3499000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,130,2,0,1,1,1,0,0,3950000.0,3,1,3.0,3,2,1,0,0,1
Akhisar,200,2,3,0,0,0,1,0,15750000.0,4,1,0.0,3,0,0,0,1,2
Salihli,145,2,1,0,0,1,0,0,5175000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,135,2,0,1,1,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,2
Akhisar,300,3,0,1,1,1,1,0,7000000.0,5,1,3.0,3,0,1,0,0,2
Turgutlu,155,2,1,1,1,1,0,0,6050000.0,3,1,5.0,3,0,1,0,0,1
Turgutlu,120,1,5,1,1,0,0,0,3050000.0,3,1,4.0,3,0,1,0,0,2
Kirkagac,125,1,5,0,0,0,0,0,3600000.0,3,1,4.0,3,0,1,0,0,1
Saruhanli,400,1,11,0,1,0,0,1,3725000.0,2,1,0.0,1,0,1,0,0,0
Yunusemre,150,2,0,0,0,1,1,0,9095000.0,3,1,0.5,3,0,0,1,0,2
Yunusemre,70,1,0,0,1,1,1,0,2950000.0,1,1,0.5,3,2,1,0,0,1
Yunusemre,100,1,0,0,1,1,0,0,4000000.0,2,1,1.0,3,2,1,0,0,1
Turgutlu,202,1,0,1,1,1,0,0,9750000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,90,1,6,0,1,0,1,0,3100000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,120,2,11,1,1,1,0,0,3090000.0,3,1,3.0,3,0,0,0,1,2
Salihli,125,1,0,1,1,1,0,0,3900000.0,3,1,-2.0,3,0,1,0,0,2
Yunusemre,230,2,5,0,0,1,0,0,6250000.0,6,2,4.0,3,0,0,0,1,1
Yunusemre,230,2,26,0,0,0,0,0,11500000.0,5,1,0.0,3,0,1,0,0,1
Yunusemre,95,1,4,0,0,1,1,0,2910000.0,2,1,0.5,3,0,0,1,0,1
Turgutlu,120,1,25,0,1,0,1,0,2800000.0,3,1,4.0,3,0,1,0,0,2
