Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi
Turgutlu,115,2,10. Kat,1 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,2,1
Yunusemre,382,2,Bahçe Katı,5 Yaşında,Soba,Var,Var,Yok,-,Boş,Kooperatiften H...,Evet,Eşyalı,6000000.0,4,1
Yunusemre,140,1,Yüksek Giriş,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,6850000.0,3,1
Salihli,148,1,Zemin,9 Yaşında,Soba,Yok,Yok,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1
Salihli,300,2,En Üst Kat,3 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,9750000.0,4,2
Akhisar,100,1,Yüksek Giriş,Sıfır Bina,Kombi,Var,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2435000.0,1,1
Yunusemre,120,1,5. Kat,26 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,3,1
Sehzadeler,45,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3375000.0,1,1
Yunusemre,55,1,Yüksek Giriş,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı,4100000.0,1,1
Kirkagac,90,1,2. Kat,31 Yaşında,Kombi,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,Eşyalı Değil,1400000.0,2,1
Saruhanli,75,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,2,1
Yunusemre,112,1,2. Kat,16 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1
Akhisar,170,2,En Üst Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,8250000.0,4,1
Turgutlu,135,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
Yunusemre,135,1,1. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1
Salihli,80,1,Yüksek Giriş,6 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0,2,1
Akhisar,73,2,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,2,0
Sehzadeler,120,1,5. Kat,5 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,7200000.0,2,1
Salihli,250,2,Bahçe Katı,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7490000.0,5,1
Akhisar,142,2,En Üst Kat,8 Yaşında,Kombi,Var,Var,Var,-,-,Müstakil Tapulu,-,-,3590000.0,3,1
Turgutlu,130,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4650000.0,3,1
Salihli,145,1,4. Kat,13 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,5250000.0,3,1
Akhisar,138,1,2. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,3,1
Turgutlu,135,1,Ara Kat,25 Yaşında,Kombi,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,-,3750000.0,3,1
Yunusemre,75,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1
Kirkagac,134,1,1. Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,3,1
Akhisar,120,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0,3,1
Salihli,135,1,Yüksek Giriş,30 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,3,1
Sehzadeler,400,3,5. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,10500000.0,4,1
Yunusemre,230,2,Çatı Katı,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0,3,1
Yunusemre,95,1,Yüksek Giriş,10 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0,3,1
Yunusemre,125,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4450000.0,3,1
Yunusemre,120,1,4. Kat,25 Yaşında,Kombi,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,-,3200000.0,3,1
Saruhanli,105,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2995000.0,2,1
Akhisar,240,2,4. Kat,1 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4670000.0,4,1
Sehzadeler,140,1,5. Kat,31 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3375000.0,3,1
Akhisar,148,1,En Üst Kat,3 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,4200000.0,3,0
Kirkagac,120,2,3. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1
Turgutlu,132,1,1. Kat,12 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,2500000.0,2,1
Yunusemre,111,1,Yüksek Giriş,33 Yaşında,Soba,Yok,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,-,2490000.0,2,1
Sehzadeler,340,2,Zemin,10 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0,4,2
Yunusemre,200,2,5. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5300000.0,4,1
Akhisar,85,1,1. Kat,19 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı,2900000.0,2,1
Akhisar,80,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,2,1
Saruhanli,55,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2650000.0,1,1
Salihli,125,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,-,3650000.0,3,1
Akhisar,125,1,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1
Yunusemre,480,4,-,11 Yaşında,Yerden Isıtma,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,58900000.0,5,2
Turgutlu,175,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Kiracılı,Müstakil Tapulu,Hayır,-,2100000.0,3,1
Turgutlu,140,1,5. Kat,7 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,3,1
Turgutlu,170,3,4. Kat,2 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0,3,1
Turgutlu,95,1,1. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2700000.0,2,1
Yunusemre,220,2,5. Kat,17 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,6200000.0,4,1
Turgutlu,130,1,1. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,3500000.0,3,1
Turgutlu,255,3,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,7500000.0,4,1
Salihli,275,1,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0,4,1
Akhisar,95,1,3. Kat,5 Yaşında,Kombi,Var,Var,Var,-,-,Müstakil Tapulu,-,-,2980000.0,2,1
Salihli,175,2,4. Kat,2 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,-,Eşyalı Değil,6250000.0,4,1
Yunusemre,105,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1
Yunusemre,60,1,Yüksek Giriş,2 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,1,1
Sehzadeler,125,1,1. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1
Saruhanli,140,1,2. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1
Yunusemre,80,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı,3050000.0,2,1
Yunusemre,115,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,2,1
Yunusemre,58,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,1,1
Yunusemre,160,2,10. Kat,15 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,7500000.0,3,1
Turgutlu,135,2,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,1
Turgutlu,100,1,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
Yunusemre,60,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,1,1
Saruhanli,145,2,1. Kat,5 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,4300000.0,3,1
Akhisar,130,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
Akhisar,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3800000.0,3,1
Turgutlu,205,2,2. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1
Turgutlu,190,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1
Turgutlu,157,2,3. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4800000.0,3,1
Yunusemre,55,1,3. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Müstakil Tapulu,-,Eşyalı Değil,5500000.0,1,1
Turgutlu,85,1,3. Kat,21 Yaşında,Klima,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,1750000.0,2,1
Yunusemre,170,2,Bahçe Katı,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,18500000.0,4,1
Akhisar,95,1,En Üst Kat,28 Yaşında,Kombi,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,1350000.0,2,1
Yunusemre,125,1,5. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,3,1
Turgutlu,201,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,-,2950000.0,2,2
Salihli,95,1,4. Kat,4 Yaşında,Jeotermal Isıtm...,Yok,Yok,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3250000.0,2,1
Akhisar,125,1,4. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1875000.0,3,1
Salihli,269,1,Bahçe Katı,16 Yaşında,Doğalgaz Sobası,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6950000.0,3,1
Akhisar,175,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0,3,1
Turgutlu,145,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4499000.0,3,1
Akhisar,135,1,-,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,-,9000000.0,4,2
Yunusemre,130,1,3. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1
Sehzadeler,125,2,En Üst Kat,28 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,3,1
Turgutlu,160,1,Zemin,6 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
Yunusemre,196,1,3. Kat,11 Yaşında,Klima,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5000000.0,3,1
Soma,135,2,2. Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2975000.0,3,1
Yunusemre,90,2,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1
Akhisar,160,2,1. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5500000.0,3,1
Akhisar,170,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4100000.0,4,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3550000.0,3,1
Turgutlu,135,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1
Turgutlu,100,1,2. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,2,1
Salihli,95,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,-,Kat Mülkiyeti,Hayır,-,2850000.0,2,1
Sehzadeler,130,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1
Turgutlu,130,1,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1
Sehzadeler,195,3,Villa Katı,6 Yaşında,Kat Kaloriferi,Var,Yok,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,7650000.0,5,2
Saruhanli,55,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1995000.0,1,1
Turgutlu,100,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
Sehzadeler,180,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4990000.0,3,1
Sehzadeler,115,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,2,1
Sehzadeler,100,1,2. Kat,31 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5300000.0,2,1
Sehzadeler,155,2,Ara Kat,28 Yaşında,Kombi,Var,Var,Yok,-,-,Kat Mülkiyeti,-,-,5650000.0,3,1
Akhisar,132,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,4425000.0,3,1
Turgutlu,120,1,2. Kat,7 Yaşında,Kombi,Yok,Var,Yok,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,3,1
Alasehir,190,2,4. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
Akhisar,109,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1150000.0,3,1
Yunusemre,115,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,3,1
Akhisar,128,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6750000.0,3,1
Yunusemre,95,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3600000.0,2,1
Turgutlu,129,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4300000.0,3,1
Yunusemre,170,1,1. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,8200000.0,3,1
Salihli,130,1,Zemin,30 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1
Turgutlu,110,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1
Akhisar,300,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4850000.0,6,1
Akhisar,270,3,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4800000.0,5,1
Salihli,125,1,2. Kat,26 Yaşında,Soba,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3850000.0,3,1
Sehzadeler,125,1,Yüksek Giriş,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3450000.0,3,1
Turgutlu,190,2,Bahçe Katı,26 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,-,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,2990000.0,5,1
Yunusemre,435,1,Bahçe Katı,34 Yaşında,Soba,Yok,Var,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3400000.0,3,1
Turgutlu,300,3,4. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,9500000.0,5,1
Yunusemre,80,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3350000.0,2,1
Salihli,145,1,1. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,3550000.0,3,1
Sehzadeler,120,1,2. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1
Yunusemre,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1
Yunusemre,380,2,3. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,5,1
Saruhanli,185,1,5. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5549000.0,5,1
Turgutlu,125,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,-,3950000.0,3,1
Turgutlu,135,2,Teras Katı,Sıfır Bina,Kombi,Var,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,5500000.0,3,1
Akhisar,120,-,4. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1950000.0,3,1
Akhisar,282,3,Bahçe Katı,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,16250000.0,6,1
Turgutlu,100,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,-,1900000.0,1,1
Akhisar,135,1,4. Kat,15 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3300000.0,3,1
Saruhanli,140,1,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı,6500000.0,4,1
Akhisar,145,1,Yüksek Giriş,30 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,0
Salihli,150,1,Bodrum,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,-,3150000.0,3,1
Yunusemre,99,1,3. Kat,2 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,2,1
Yunusemre,55,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Müstakil Tapulu,-,Eşyalı,2600000.0,1,1
Salihli,285,1,-,40 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,40000.0,3,1
Saruhanli,90,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,2,1
Akhisar,110,1,2. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,3200000.0,2,1
Akhisar,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2350000.0,3,1
Akhisar,275,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,4,1
Sehzadeler,300,1,-,15 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,3050000.0,2,1
Yunusemre,125,1,3. Kat,22 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1
Turgutlu,155,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6300000.0,3,1
Turgutlu,130,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1
Sehzadeler,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1
Turgutlu,120,1,2. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
Turgutlu,150,1,2. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3860000.0,3,1
Salihli,120,1,-,20 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,-,3350000.0,2,1
Yunusemre,100,1,Yüksek Giriş,18 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3750000.0,2,1
Yunusemre,135,1,5. Kat,16 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6450000.0,3,1
Turgutlu,170,2,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1
Turgutlu,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
Yunusemre,125,1,2. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,3,1
Turgutlu,95,1,5. Kat,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1620000.0,2,1
Sehzadeler,300,3,5. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,9000000.0,5,1
Yunusemre,130,3,Bahçe Katı,Sıfır Bina,Isı Pompası,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,14000000.0,3,1
Yunusemre,95,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,2,1
