Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi
Sehzadeler,90,1,-,5 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2980000.0,2,1
Turgutlu,120,2,5. Kat,2 Yaşında,Merkezi (Pay Öl...,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
Akhisar,380,2,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6200000.0,5,1
Yunusemre,114,2,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,2,1
Yunusemre,75,1,Kot 2,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
Saruhanli,90,1,Kot 2,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,2870000.0,2,1
Salihli,185,1,3. Kat,20 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,4650000.0,3,1
Turgutlu,110,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1
Yunusemre,145,2,11. Kat,11 Yaşında,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6390000.0,3,1
Yunusemre,160,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6750000.0,3,1
Turgutlu,130,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5350000.0,3,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4400000.0,3,1
Turgutlu,140,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
Yunusemre,115,1,Zemin,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3190000.0,3,1
Akhisar,92,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0
Sehzadeler,90,1,3. Kat,20 Yaşında,Klima,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
Yunusemre,90,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3080000.0,2,1
Yunusemre,80,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,-,3000000.0,1,1
Sehzadeler,130,1,4. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3285000.0,3,1
Turgutlu,152,-,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,350000.0,3,1
Turgutlu,145,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1
Turgutlu,130,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1
Saruhanli,105,2,Villa Katı,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,4200000.0,2,1
Turgutlu,429,1,Bahçe Katı,16 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2500000.0,2,1
Soma,130,1,Ara Kat,11 Yaşında,Jeotermal Isıtm...,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0,3,1
Yunusemre,150,1,-,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,3,1
Akhisar,103,1,-,33 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1275000.0,1,1
Salihli,110,1,Zemin,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1
Sehzadeler,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0,3,1
Sehzadeler,120,1,Bahçe Katı,11 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,985000.0,1,1
Turgutlu,155,1,Zemin,25 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,-,4600000.0,3,1
Akhisar,90,1,4. Kat,31 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1350000.0,2,1
Yunusemre,140,1,2. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1
Saruhanli,260,2,5. Kat,5 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,6,2
Turgutlu,130,1,Bahçe Katı,16 Yaşında,Soba,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1
Yunusemre,96,1,2. Kat,26 Yaşında,Soba,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Sehzadeler,140,1,3. Kat,11 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4650000.0,3,1
Yunusemre,90,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,2,1
Yunusemre,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
Turgutlu,300,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1
Salihli,150,3,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,3450000.0,7,2
Yunusemre,128,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,13400000.0,3,1
Yunusemre,105,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3420000.0,2,1
Akhisar,95,1,1. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1600000.0,1,1
Saruhanli,55,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2650000.0,1,1
Sehzadeler,250,3,-,Sıfır Bina,Belirtilmemiş,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,29980000.0,5,1
Yunusemre,100,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,2,1
Turgutlu,85,1,Giriş Katı,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1650000.0,2,1
Turgutlu,95,1,1. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2050000.0,2,1
Yunusemre,200,2,5. Kat,3 Yaşında,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,12495000.0,3,1
Yunusemre,60,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1
Akhisar,85,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2900000.0,2,1
Yunusemre,350,2,Bahçe Katı,21 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,12000000.0,5,1
Yunusemre,85,1,Yüksek Giriş,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2650000.0,2,1
Akhisar,100,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1
Soma,90,1,3. Kat,27 Yaşında,Jeotermal Isıtm...,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,-,1550000.0,2,1
Yunusemre,54,-,Yüksek Giriş,Sıfır Bina,Isı Pompası,Yok,Var,Var,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2500000.0,1,0
Sehzadeler,120,1,Yüksek Giriş,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3950000.0,3,1
Salihli,115,1,4. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3475000.0,2,1
Turgutlu,125,1,1. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1
Salihli,145,1,4. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1
Salihli,115,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,Evet,Eşyalı Değil,820000.0,2,1
Turgutlu,150,2,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3749000.0,3,1
Turgutlu,130,1,Zemin,1 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
Turgutlu,100,-,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,-,550000.0,2,1
Salihli,100,1,3. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,1550000.0,2,1
Sehzadeler,115,-,3. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3485000.0,3,1
Soma,68,1,-,15 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Evet,-,2250000.0,1,1
Akhisar,115,2,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1
Turgutlu,95,1,4. Kat,5 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2600000.0,2,1
Yunusemre,125,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1
Akhisar,130,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2225000.0,3,1
Akhisar,105,1,Giriş Katı,18 Yaşında,Merkezi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2350000.0,2,1
Yunusemre,100,1,Yüksek Giriş,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,2,1
Yunusemre,92,1,4. Kat,2 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5000000.0,2,1
Yunusemre,100,1,Yüksek Giriş,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2850000.0,2,1
Akhisar,130,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,3,1
Akhisar,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,3150000.0,3,1
Turgutlu,295,1,Ara Kat,10 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1
Alasehir,100,1,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,1200000.0,2,1
Kirkagac,140,2,5. Kat,10 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1
Akhisar,140,1,4. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,3,1
Akhisar,181,1,Bahçe Katı,26 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1900000.0,2,1
Sehzadeler,110,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Sehzadeler,120,1,6. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
Turgutlu,130,1,En Üst Kat,22 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3100000.0,3,1
Turgutlu,140,1,3. Kat,1 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2990000.0,3,1
Soma,105,1,2. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
Salihli,530,1,-,25 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2350000.0,2,1
Akhisar,150,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5200000.0,3,1
Turgutlu,135,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1
Salihli,130,1,2. Kat,11 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1
Yunusemre,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1
Sehzadeler,130,1,2. Kat,11 Yaşında,Klima,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1
Sehzadeler,130,1,5. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3125000.0,3,1
Akhisar,170,1,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4100000.0,3,1
Yunusemre,135,-,-,-,-,Var,Yok,Yok,-,-,-,-,-,4100000.0,3,1
Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,2,1
Akhisar,350,3,Bahçe Katı,11 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,9500000.0,6,1
Salihli,200,1,-,Sıfır Bina,Merkezi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,5300000.0,3,1
Yunusemre,105,1,5. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
Yunusemre,120,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1
Yunusemre,160,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
Yunusemre,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1
Akhisar,320,3,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8250000.0,5,1
Yunusemre,240,2,3. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6850000.0,5,1
Sehzadeler,125,1,3. Kat,31 Yaşında,Klima,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,3,1
Akhisar,120,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1
Turgutlu,130,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,3,1
Akhisar,180,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı,3150000.0,3,1
Turgutlu,140,1,Ara Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat İrtifakı,Evet,-,5250.0,3,1
Akhisar,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1
Salihli,141,1,-,23 Yaşında,Isıtma Yok,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,-,4900000.0,3,1
Akhisar,135,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1850000.0,2,1
Akhisar,125,1,Zemin,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1
Yunusemre,189,1,-,45 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,1650000.0,2,1
Akhisar,55,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2390000.0,1,1
Salihli,50,1,Yüksek Giriş,2 Yaşında,Soba,Yok,Yok,Yok,İkinci El,-,Arsa,Hayır,-,3200000.0,1,1
Turgutlu,110,1,4. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2290000.0,3,1
Saruhanli,100,1,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1650000.0,2,1
Yunusemre,80,1,Ara Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1
Akhisar,130,1,3. Kat,7 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,-,-,3180000.0,3,1
Turgutlu,55,1,5. Kat,Sıfır Bina,Merkezi (Pay Öl...,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0,1,1
Turgutlu,120,1,1. Kat,16 Yaşında,Isıtma Yok,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1950000.0,3,1
Turgutlu,70,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Arsa,Hayır,Eşyalı Değil,1500000.0,2,0
Sehzadeler,175,2,Bahçe Katı,5 Yaşında,Kat Kaloriferi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8150000.0,4,1
Salihli,160,1,Giriş Katı,7 Yaşında,Kat Kaloriferi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1
Turgutlu,179,2,8. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,4,1
Yunusemre,150,2,2. Kat,1 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0,3,1
Yunusemre,58,1,3. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0,1,1
Turgutlu,110,2,9. Kat,Sıfır Bina,Merkezi (Pay Öl...,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,2,1
Turgutlu,162,2,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Tapu Yok,Evet,Eşyalı Değil,8000000.0,3,1
Sehzadeler,160,1,Zemin,34 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0,3,1
Turgutlu,153,1,Ara Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Evet,-,5250000.0,3,1
Sehzadeler,130,2,2. Kat,26 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,0
Yunusemre,100,1,Yüksek Giriş,6 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2685000.0,2,1
Yunusemre,125,1,2. Kat,8 Yaşında,Kombi,Var,Var,Var,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1
Turgutlu,130,1,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3450000.0,3,1
Salihli,117,1,1. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1
Yunusemre,110,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6575000.0,2,1
Yunusemre,95,1,4. Kat,5 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1
Yunusemre,60,1,-,1 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,2,1
Turgutlu,95,1,4. Kat,30 Yaşında,Klima,Yok,Yok,Yok,-,-,Kat Mülkiyeti,-,-,1950000.0,2,1
Turgutlu,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2550000.0,3,1
Akhisar,118,1,4. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1875000.0,3,1
Turgutlu,115,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2380000.0,3,1
Saruhanli,75,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3050000.0,2,1
Salihli,150,1,4. Kat,15 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1
Yunusemre,95,1,2. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5475000.0,2,1
Turgutlu,110,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,2,1
Turgutlu,140,2,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5350000.0,3,1
Akhisar,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,3,1
Salihli,190,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,7750000.0,3,1
Turgutlu,142,1,1. Kat,26 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2250000.0,2,1
Akhisar,135,1,3. Kat,28 Yaşında,Kombi,Var,Yok,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,2850000.0,3,1
Sehzadeler,130,1,Yüksek Giriş,18 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1
Koprubasi,130,1,En Üst Kat,7 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2200000.0,3,1
Turgutlu,380,3,Bahçe Katı,5 Yaşında,Isıtma Yok,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,12500000.0,3,1
Akhisar,85,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,2,1
Salihli,95,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0,2,1
Turgutlu,185,2,4. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Tapu Yok,Evet,Eşyalı Değil,4390000.0,3,1
Salihli,140,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,3,2
Akhisar,130,1,Zemin,26 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1750000.0,3,1
Akhisar,67,1,-,24 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1550000.0,2,1
Yunusemre,95,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2950000.0,2,0
