Fiyat,Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric,oda_sayisi,salon_sayisi
4.500.000 TL,Alasehir,126,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
35.000.000 TL,Yunusemre,480,3,-,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,35000000.0,7,1
1.800.000 TL,Akhisar,137,1,En Üst Kat,25 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1800000.0,3,1
3.449.000 TL,Turgutlu,78,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3449000.0,1,1
4.990.000 TL,Sehzadeler,160,2,En Üst Kat,13 Yaşında,Kombi,Var,Var,Yok,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,-,4990000.0,4,1
2.250.000 TL,Saruhanli,60,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2250000.0,2,1
1.950.000 TL,Turgutlu,90,1,Zemin,6 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1950000.0,2,1
2.800.000 TL,Salihli,140,1,5. Kat,35 Yaşında,Klima,Yok,Var,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,2800000.0,3,1
1.440.000 TL,Turgutlu,85,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1440000.0,2,1
4.750.000 TL,Turgutlu,116,1,4. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,3,1
6.300.000 TL,Sehzadeler,145,1,6. Kat,12 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6300000.0,3,1
5.200.000 TL,Salihli,140,1,3. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,-,Eşyalı Değil,5200000.0,3,1
2.700.000 TL,Akhisar,120,2,Yüksek Giriş,16 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,2700000.0,2,1
3.500.000 TL,Sehzadeler,110,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1
2.849.000 TL,Sehzadeler,85,1,2. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2849000.0,2,1
2.750.000 TL,Yunusemre,50,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2750000.0,1,1
3.350.000 TL,Sehzadeler,40,1,4. Kat,Sıfır Bina,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3350000.0,1,1
3.450.000 TL,Akhisar,140,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,3,1
2.350.000 TL,Akhisar,140,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,3,1
4.000.000 TL,Turgutlu,135,1,4. Kat,16 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1
3.150.000 TL,Yunusemre,110,1,Zemin,21 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
4.500.000 TL,Yunusemre,220,2,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,4,1
4.600.000 TL,Turgutlu,170,2,3. Kat,Sıfır Bina,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,3,1
1.375.000 TL,Soma,116,1,-,30 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,-,Eşyalı Değil,1375000.0,2,1
6.000.000 TL,Turgutlu,155,2,6. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6000000.0,3,1
4.250.000 TL,Sehzadeler,120,1,5. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
2.475.000 TL,Turgutlu,132,1,1. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2475000.0,2,1
2.395.000 TL,Turgutlu,135,1,1. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2395000.0,3,1
1.750.000 TL,Turgutlu,112,1,5. Kat,21 Yaşında,Soba,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,-,1750000.0,3,1
6.650.000 TL,Yunusemre,95,1,2. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6650000.0,3,1
3.850.000 TL,Turgutlu,125,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1
6.500.000 TL,Turgutlu,135,2,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1
5.500.000 TL,Sehzadeler,200,1,2. Kat,35 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,-,5500000.0,3,1
2.500.000 TL,Salihli,240,2,1. Kat,25 Yaşında,Isıtma Yok,Var,Yok,Yok,-,-,Kat Mülkiyeti,düşünülmemektedir.,-,2500000.0,5,1
10.500.000 TL,Akhisar,176,3,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,10500000.0,4,1
3.600.000 TL,Yunusemre,55,1,2. Kat,1 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı,3600000.0,1,1
4.300.000 TL,Sehzadeler,140,1,Ara Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4300000.0,3,1
4.600.000 TL,Yunusemre,115,1,Yüksek Giriş,31 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4600000.0,2,1
2.550.000 TL,Sehzadeler,100,1,En Üst Kat,30 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,2,1
6.200.000 TL,Yunusemre,94,2,2. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6200000.0,2,1
3.500.000 TL,Turgutlu,130,1,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,2,1
3.900.000 TL,Sehzadeler,170,1,Giriş Katı,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3900000.0,3,1
2.400.000 TL,Salihli,85,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,2400000.0,2,1
3.200.000 TL,Sehzadeler,105,1,4. Kat,31 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
5.000.000 TL,Akhisar,165,2,2. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,-,5000000.0,4,1
4.920.000 TL,Turgutlu,175,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,-,4920000.0,3,1
3.550.000 TL,Sehzadeler,130,1,5. Kat,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3550000.0,3,1
11.450.000 TL,Turgutlu,280,3,6. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,11450000.0,5,2
2.450.000 TL,Turgutlu,140,1,3. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2450000.0,3,1
3.250.000 TL,Akhisar,115,1,5. Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
4.350.000 TL,Turgutlu,140,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1
5.600.000 TL,Turgutlu,125,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5600000.0,3,1
8.500.000 TL,Sehzadeler,170,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,3,1
4.500.000 TL,Salihli,105,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,-,Eşyalı Değil,4500000.0,2,1
1.750.000 TL,Akhisar,258,2,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1750000.0,4,1
3.675.000 TL,Yunusemre,80,1,Yüksek Giriş,25 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3675000.0,2,1
5.600.000 TL,Akhisar,190,2,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,5600000.0,3,1
3.200.000 TL,Yunusemre,50,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,1,1
2.650.000 TL,Turgutlu,95,1,1. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2650000.0,2,1
3.700.000 TL,Turgutlu,95,2,2. Kat,2 Yaşında,Yerden Isıtma,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3700000.0,2,1
11.500.000 TL,Sehzadeler,310,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1
3.100.000 TL,Turgutlu,130,1,5. Kat,31 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,3,1
3.100.000 TL,Turgutlu,160,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,3,1
5.450.000 TL,Yunusemre,250,2,5. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,5,1
4.200.000 TL,Yunusemre,130,1,3. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
2.750.000 TL,Turgutlu,100,1,Zemin,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş — hemen taşınılabilir!,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
4.250.000 TL,Yunusemre,240,2,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,4,1
3.725.000 TL,Yunusemre,65,1,2. Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3725000.0,1,1
7.500.000 TL,Akhisar,280,3,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,7500000.0,5,1
3.790.000 TL,Yunusemre,105,1,6. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3790000.0,2,1
4.125.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4125000.0,3,1
5.350.000 TL,Salihli,325,3,-,20 Yaşında,Kat Kaloriferi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,-,5350000.0,4,1
3.700.000 TL,Turgutlu,150,1,4. Kat,27 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,3,1
4.150.000 TL,Akhisar,145,2,7. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1
3.100.000 TL,Yunusemre,84,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,2,1
3.100.000 TL,Saruhanli,115,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,-,3100000.0,2,1
10.250.000 TL,Turgutlu,280,2,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,10250000.0,5,2
13.500.000 TL,Yunusemre,235,3,Villa Katı,16 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,13500000.0,5,1
1.275.000 TL,Sehzadeler,90,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1275000.0,2,0
4.000.000 TL,Sehzadeler,160,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1
3.200.000 TL,Salihli,88,1,Zemin,7 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3200000.0,2,1
5.750.000 TL,Akhisar,135,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,3,1
3.350.000 TL,Yunusemre,95,-,En Üst Kat,8 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3350000.0,2,1
3.550.000 TL,Sehzadeler,140,1,Yüksek Giriş,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3550000.0,3,1
4.550.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4550000.0,3,1
4.700.000 TL,Turgutlu,125,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1
5.200.000 TL,Yunusemre,100,1,6. Kat,27 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5200000.0,2,1
4.950.000 TL,Akhisar,220,2,4. Kat,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,2,2
3.300.000 TL,Yunusemre,60,1,Yüksek Giriş,3 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3300000.0,1,1
2.950.000 TL,Ahmetli,250,1,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2950000.0,3,1
5.950.000 TL,Turgutlu,150,1,En Üst Kat,13 Yaşında,Kombi,Var,Var,Var,-,-,Kat Mülkiyeti,-,-,5950000.0,3,1
4.200.000 TL,Akhisar,130,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,3,1
7.650.000 TL,Turgutlu,165,2,5. Kat,2 Yaşında,Yerden Isıtma,Var,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,7650000.0,3,1
15.000.000 TL,Yunusemre,220,2,Villa Katı,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,3,1
4.999.999 TL,Yunusemre,130,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4999999.0,3,1
3.870.000 TL,Akhisar,130,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3870000.0,3,1
5.500.000 TL,Sehzadeler,250,2,5. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,5,2
4.000.000 TL,Akhisar,145,2,1. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4000000.0,3,1
2.700.000 TL,Salihli,145,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,3,1
7.950.000 TL,Yunusemre,160,5,-,4 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,7950000.0,4,1
350.000 TL,Demirci,80,1,-,1 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,-,350000.0,2,1
6.400.000 TL,Yunusemre,260,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6400000.0,5,2
4.400.000 TL,Yunusemre,145,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,3,1
8.750.000 TL,Yunusemre,165,2,1. Kat,3 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8750000.0,3,1
3.250.000 TL,Saruhanli,110,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
7.750.000 TL,Turgutlu,180,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7750000.0,3,1
6.300.000 TL,Yunusemre,200,2,4. Kat,5 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6300000.0,4,1
5.650.000 TL,Yunusemre,136,2,1. Kat,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5650000.0,3,1
5.750.000 TL,Yunusemre,110,2,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,2,1
4.150.000 TL,Turgutlu,265,1,Yüksek Giriş,20 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1
2.350.000 TL,Salihli,54,1,Kot 3,2 Yaşında,Klima,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,Eşyalı,2350000.0,1,1
3.200.000 TL,Turgutlu,120,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,-,Hayır,Eşyalı,3200000.0,2,1
6.350.000 TL,Yunusemre,160,1,2. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6350000.0,3,1
2.500.000 TL,Yunusemre,50,1,Yüksek Giriş,2 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,1,1
3.400.000 TL,Yunusemre,120,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3400000.0,3,1
6.970.000 TL,Yunusemre,140,1,Ara Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,6970000.0,3,1
2.500.000 TL,Turgutlu,70,1,2. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,2500000.0,2,1
1.625.000 TL,Turgutlu,80,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1625000.0,2,1
4.950.000 TL,Sehzadeler,130,2,3. Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1
5.400.000 TL,Salihli,170,2,Teras Katı,7 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı,5400000.0,3,1
4.000.000 TL,Akhisar,130,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,-,4000000.0,3,1
1.650.000 TL,Turgutlu,80,1,3. Kat,8 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,1650000.0,2,1
5.250.000 TL,Saruhanli,200,2,4. Kat,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,4,1
4.100.000 TL,Akhisar,165,2,7. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,3,1
3.250.000 TL,Yunusemre,60,1,5. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,1,1
3.550.000 TL,Yunusemre,130,1,Yüksek Giriş,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1
3.450.000 TL,Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1
3.495.000 TL,Salihli,95,1,5. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3495000.0,2,1
2.850.000 TL,Yunusemre,75,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1
3.250.000 TL,Saruhanli,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
7.650.000 TL,Yunusemre,210,2,6. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7650000.0,5,2
3.900.000 TL,Yunusemre,100,1,Yüksek Giriş,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,3,1
3.800.000 TL,Yunusemre,96,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,2,1
1.675.000 TL,Akhisar,115,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1675000.0,3,1
3.900.000 TL,Yunusemre,95,1,Yüksek Giriş,1 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,2,1
3.600.000 TL,Yunusemre,110,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,3,1
3.650.000 TL,Akhisar,95,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,-,-,3650000.0,2,1
2.900.000 TL,Turgutlu,45,1,Zemin,28 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2900000.0,1,0
5.100.000 TL,Salihli,175,2,5. Kat,5 Yaşında,Klima,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0,1,1
5.300.000 TL,Alasehir,450,-,-,10 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,4,1
4.200.000 TL,Yunusemre,160,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,-,4200000.0,3,1
3.795.000 TL,Yunusemre,70,-,6. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3795000.0,1,1
2.090.000 TL,Alasehir,110,1,4. Kat,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2090000.0,2,1
16.500.000 TL,Turgutlu,255,2,Villa Katı,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,16500000.0,4,1
4.750.000 TL,Yunusemre,125,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,3,1
3.100.000 TL,Turgutlu,120,1,Zemin,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,3,1
3.100.000 TL,Saruhanli,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,2,1
5.500.000 TL,Sehzadeler,200,2,1. Kat,21 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,3,1
