Baslik,Fiyat,Il,Ilce,Mahalle,Konum,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Cephe,Yön,Aidat,Krediye Uygun,Takas,Site İçinde,Güvenlik,Eşya Durumu,İlan Durumu,Ilan_No,Ilan_Tarihi,Link,Cekilme_Tarihi
SATILIK 2+1 DAİRE RAGIPBEY MAHALLESİ,1.975.000 TL,Manisa,Akhisar,Ragip Mah.,Manisa / Akhisar / Ragip Mah.,2 + 1,130,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Aydınlık ve ferah cephe Öne Çıkan Özellikler,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162211-38,03-12-2025,https://www.hepsiemlak.com/manisa-akhisar-ragip-bey-satilik/daire/162211-38,2025-12-03 18:41:08
SALİHLİ ERDEM EMLAKTAN ESKİ CAMİ MAHALLESİNDE SATILIK DOĞAL GAZLI DUBLEKS DAİRE,3.300.000 TL,Manisa,Salihli,Eski Mah.,Manisa / Salihli / Eski Mah.,3 + 1,145,1,En Üst Kat,10 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,158161-127,26-11-2025,https://www.hepsiemlak.com/manisa-salihli-eski-cami-satilik/daire/158161-127,2025-12-03 18:41:31
MUSTAFA KEMALDE 4+1 DOĞALGAZLI OKUL KARŞISI DAİRE,3.350.000 TL,Manisa,Turgutlu,Mustafa Mah.,Manisa / Turgutlu / Mustafa Mah.,4 + 1,165,1,4. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164247-8,21-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-mustafa-kemal-satilik/daire/164247-8,2025-12-03 18:41:51
beft gayrimenkul den dilşikar mh satılık kiremit çatı 3+1 125 m2 son kat daire,2.550.000 TL,Manisa,Sehzadeler,Dilsikar Mah.,Manisa / Sehzadeler / Dilsikar Mah.,3 + 1,125,1,6. Kat,34 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162044-98,03-12-2025,https://www.hepsiemlak.com/manisa-sehzadeler-dilsikar-satilik/daire/162044-98,2025-12-03 18:42:15
Peker Mahallesi Bahçelievler de Satılık 3+1 Arakat Daire,4.250.000 TL,Manisa,Sehzadeler,Peker Mah.,Manisa / Sehzadeler / Peker Mah.,3 + 1,125,1,2. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu",etin,-,...,Hayır,İçerisinde Satılık Arakat Daire,Hatırlatmaları,Eşyalı Değil,Satılık,102443-812,19-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-peker-satilik/daire/102443-812,2025-12-03 18:42:33
Manisa Yunusemre Mutlu Mh 2+1 Bahçeli Zemin Kat,2.950.000 TL,Manisa,Yunusemre,Mutlu Mah.,Manisa / Yunusemre / Mutlu Mah.,2 + 1,90,1,Bahçe Katı,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,-,etin,100 TL,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2094,21-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-mutlu-satilik/daire/95753-2094,2025-12-03 18:42:53
TURGUTLU'DA SATILIK DAİRE,3.000.000 TL,Manisa,Turgutlu,Subasi Mah.,Manisa / Turgutlu / Subasi Mah.,3 + 1,135,2,En Üst Kat,7 Yaşında,Kombi,Yok,Yok,Yok,-,-,Kat Mülkiyeti,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,141766-260,03-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-subasi-satilik/daire/141766-260,2025-12-03 18:43:16
YENİ MAHALLE DE 4+1 SATILIK DUBLEKS DAİRE,8.500.000 TL,Manisa,Yunusemre,Yeni Mah.,Manisa / Yunusemre / Yeni Mah.,4 + 1,250,2,5. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,94966-799,14-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-yeni-mahalle-satilik/daire/94966-799,2025-12-03 18:43:40
Utku mah 2+1 uygun fiyat 13 bin kiracılı,2.450.000 TL,Manisa,Sehzadeler,Carsi Mah.,Manisa / Sehzadeler / Carsi Mah.,2 + 1,100,1,En Üst Kat,30 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,86276-1253,26-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-carsi-satilik/daire/86276-1253,2025-12-03 18:43:59
Muradiye Çarşısında Kapalı Mutfak 0 Arakat,4.000.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,etin,-,-,-,Haritası,-,-,-,152909-40,14-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/152909-40,2025-12-03 18:44:48
Meslek lisesi yanı Yeni yuvanız,2.400.000 TL,Manisa,Saruhanli,Saruhan Mah.,Manisa / Saruhanli / Saruhan Mah.,2 + 0,85,1,Yüksek Giriş,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat İrtifakı,"Kuzey, Güney",etin,200 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,9333-1827,26-11-2025,https://www.hepsiemlak.com/manisa-saruhanli-saruhan-satilik/daire/9333-1827,2025-12-03 18:45:11
3 ADAM EMLAK'TAN EFENDİ MH SATILIK DUBLEKS DAİRE,3.250.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,4 + 1,180,3,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,143910-157,24-11-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/143910-157,2025-12-03 18:45:34
Manisa Yeni Mahalle de Satılık Daire,3.050.000 TL,Manisa,Sehzadeler,Yarhasanlar Mah.,Manisa / Sehzadeler / Yarhasanlar Mah.,2 + 1,95,1,Ara Kat,30 Yaşında,Kombi,Yok,Var,Var,-,-,Müstakil Tapulu,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164260-4,21-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-yarhasanlar-satilik/daire/164260-4,2025-12-03 18:45:53
KETHÜDA MH SATILIK 3+1 DAİRE,2.250.000 TL,Manisa,Akhisar,Kethuda Mah.,Manisa / Akhisar / Kethuda Mah.,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,163472-16,20-11-2025,https://www.hepsiemlak.com/manisa-akhisar-kethuda-satilik/daire/163472-16,2025-12-03 18:46:10
MUSAL SİTESİNDE MANİSA TURGUTLU SELVİLİTEPE M SATILI 1+1 DAİRE,2.900.000 TL,Manisa,Turgutlu,Selvilitepe Mah.,Manisa / Turgutlu / Selvilitepe Mah.,1 + 1,65,1,5. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,-,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,164007-30,20-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-satilik/daire/164007-30,2025-12-03 18:46:30
ARAS YAPI'DAN MURADİYE'DE 2+1 EŞYALI SATILIK KUPON DAİRE,2.750.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,80,1,4. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,İçi Sıfır 1+1 Daire ⭕️,Hatırlatmaları,Eşyalı,Satılık,159142-87,19-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/159142-87,2025-12-03 18:46:50
KİRVEM EMLAK'TAN GENİŞ ARA KAT 3+1 DAİRE- KAPALI MUTFAK,3.850.000 TL,Manisa,Saruhanli,Kurtulus Mah.,Manisa / Saruhanli / Kurtulus Mah.,3 + 1,145,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162496-33,07-11-2025,https://www.hepsiemlak.com/manisa-saruhanli-kurtulus-satilik/daire/162496-33,2025-12-03 18:47:09
ATABEY 2 SİTESİNDE SATILIK 5+1 DUBLEKS,9.300.000 TL,Manisa,Yunusemre,Hafsa Mah.,Manisa / Yunusemre / Hafsa Mah.,5 + 1,200,2,10. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,163779-18,25-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-hafsa-sultan-satilik/daire/163779-18,2025-12-03 18:47:28
ÖZ DOST EMLAKTAN MURADİYEDE SATILIK 3+1 DAİRE,5.250.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,170,2,4. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,137460-91,15-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/137460-91,2025-12-03 18:47:49
AKMAN GAYRİMENKUL'DEN NORAN ELYSİUM'DA SATILIK 2+1 DAİRE,8.000.000 TL,Manisa,Yunusemre,Guzelyurt Mah.,Manisa / Yunusemre / Guzelyurt Mah.,2 + 1,95,1,6. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,113243-58,04-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-satilik/daire/113243-58,2025-12-03 18:48:27
Selvilitepe Mh. Satılık Daire,"Fiyat
En Az
TL
En Çok
TL",Manisa,Turgutlu,Selvilitepe Mah.,Manisa / Turgutlu / Selvilitepe Mah.,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,Cephe Seçiniz,etin,-,k,a Uygun,Tümü,-,Tümü,-,-,28-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-satilik/daire/144722-277,2025-12-03 18:48:50
Turgutlu Cumhuriyet Mh. Satılık Daire,"Fiyat
En Az
TL
En Çok
TL",Manisa,Turgutlu,Cumhuriyet Mah.,Manisa / Turgutlu / Cumhuriyet Mah.,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,Cephe Seçiniz,etin,-,k,a Uygun,Tümü,-,Tümü,-,-,03-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-satilik/daire/154992-52,2025-12-03 18:49:12
🏡 ACİL SATILIK – MURADİYE İSTASYON KARŞISI YOL CEPHELİ 3+1 DAİRE,3.450.000 TL,Manisa,Yunusemre,Karaali Mah.,Manisa / Yunusemre / Karaali Mah.,3 + 1,110,1,2. Kat,10 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,-,etin,500 TL,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160648-27,07-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-karaali-satilik/daire/160648-27,2025-12-03 18:49:34
