Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi
Turgutlu,130,1,1,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1,0.0,3,0,0,1,0
Turgutlu,100,1,21,0,0,0,Kat İrtifakı,Hayır,-,550000.0,2,1,0.0,1,0,1,0,0
Salihli,100,1,21,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,1550000.0,2,1,3.0,3,0,0,0,1
Sehzadeler,115,1,25,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3485000.0,3,1,3.0,3,0,1,0,0
Soma,68,1,15,0,0,1,Müstakil Tapulu,Evet,-,2250000.0,1,1,3.0,1,0,1,0,0
Akhisar,115,2,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1,3.0,3,0,1,0,0
Turgutlu,95,1,5,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2600000.0,2,1,4.0,3,0,0,0,1
Yunusemre,125,1,21,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1,4.0,3,0,1,0,0
Akhisar,130,1,26,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2225000.0,3,1,4.0,3,0,1,0,0
Akhisar,105,1,18,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,2350000.0,2,1,0.0,2,0,0,0,1
Yunusemre,100,1,26,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,2,1,0.5,3,0,0,0,1
Yunusemre,92,1,2,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,5000000.0,2,1,4.0,3,0,0,0,1
Yunusemre,100,1,21,0,1,1,Müstakil Tapulu,Hayır,Eşyalı Değil,2850000.0,2,1,0.5,3,0,1,0,0
Akhisar,130,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,3,1,3.0,3,0,0,0,1
Akhisar,135,1,0,0,1,1,Kat Mülkiyeti,Evet,-,3150000.0,3,1,3.0,3,0,1,0,0
Turgutlu,295,1,10,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1,3.0,3,0,0,0,1
Alasehir,100,1,35,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,1200000.0,2,1,3.0,1,0,0,0,1
Kirkagac,140,2,10,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1,5.0,3,0,1,0,0
Akhisar,140,1,21,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,3,1,4.0,3,0,1,0,0
Akhisar,181,1,26,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,1900000.0,2,1,0.0,1,0,1,0,0
Sehzadeler,110,1,21,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,3.0,3,0,1,0,0
Sehzadeler,120,1,26,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,6.0,3,0,0,0,1
Turgutlu,130,1,22,0,0,0,Kat Mülkiyeti,-,Eşyalı Değil,3100000.0,3,1,5.0,3,0,1,0,0
Turgutlu,140,1,1,1,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,2990000.0,3,1,3.0,3,0,0,0,1
Soma,105,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1,2.0,2,0,1,0,0
Salihli,530,1,25,0,0,0,Müstakil Tapulu,-,-,2350000.0,2,1,3.0,1,0,1,0,0
Akhisar,150,2,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5200000.0,3,1,3.0,3,0,1,0,0
Turgutlu,135,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1,1.0,3,0,1,0,0
Salihli,130,1,11,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1,2.0,3,0,0,0,1
Yunusemre,110,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,4.0,3,0,1,0,0
Sehzadeler,130,1,11,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1,2.0,1,0,0,0,1
Sehzadeler,130,1,26,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3125000.0,3,1,5.0,3,0,0,0,1
Akhisar,170,1,0,0,0,1,Kat İrtifakı,-,Eşyalı Değil,4100000.0,3,1,3.0,3,2,1,0,0
Yunusemre,135,1,6,1,0,0,-,-,-,4100000.0,3,1,3.0,3,0,1,0,0
Yunusemre,95,1,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,2,1,2.0,3,0,1,0,0
Akhisar,350,3,11,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,9500000.0,6,1,0.0,2,0,1,0,0
Salihli,200,1,0,0,0,0,Kat Mülkiyeti,-,Eşyalı Değil,5300000.0,3,1,3.0,2,2,1,0,0
Yunusemre,105,1,4,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,5.0,3,0,1,0,0
Yunusemre,120,1,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1,3.0,3,0,1,0,0
Yunusemre,160,1,5,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1,0.5,3,0,1,0,0
Yunusemre,130,1,21,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1,3.0,3,0,1,0,0
Akhisar,320,3,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,8250000.0,5,1,3.0,3,0,1,0,0
Yunusemre,240,2,11,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,6850000.0,5,1,3.0,3,0,0,0,1
Sehzadeler,125,1,31,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,3,1,3.0,1,0,0,0,1
Akhisar,120,1,6,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1,2.0,3,0,0,0,1
Turgutlu,130,1,16,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,3,1,2.0,3,0,0,0,1
Akhisar,180,2,1,0,1,1,Kat İrtifakı,Evet,Eşyalı,3150000.0,3,1,3.0,3,0,1,0,0
Turgutlu,140,1,0,0,0,0,Kat İrtifakı,Evet,-,5250.0,3,1,3.0,3,0,1,0,0
Akhisar,105,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1,2.0,3,2,1,0,0
Salihli,141,1,23,1,0,0,Kat Mülkiyeti,-,-,4900000.0,3,1,3.0,0,0,1,0,0
Akhisar,135,1,20,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1850000.0,2,1,5.0,3,0,1,0,0
Akhisar,125,1,30,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1,0.0,1,0,0,1,0
Yunusemre,189,1,45,0,0,0,Arsa,Hayır,Eşyalı Değil,1650000.0,2,1,3.0,1,0,1,0,0
Akhisar,55,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2390000.0,1,1,1.0,3,0,1,0,0
Salihli,50,1,2,0,0,0,Arsa,Hayır,-,3200000.0,1,1,0.5,1,0,1,0,0
Turgutlu,110,1,21,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2290000.0,3,1,4.0,3,0,0,0,1
Saruhanli,100,1,35,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,1650000.0,2,1,3.0,1,0,1,0,0
Yunusemre,80,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,3.0,3,2,1,0,0
Akhisar,130,1,7,0,1,1,Kat İrtifakı,-,-,3180000.0,3,1,3.0,3,0,1,0,0
Turgutlu,55,1,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0,1,1,5.0,2,0,1,0,0
Turgutlu,120,1,16,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1950000.0,3,1,1.0,0,0,1,0,0
Turgutlu,70,1,21,0,0,0,Arsa,Hayır,Eşyalı Değil,1500000.0,2,0,0.0,1,0,1,0,0
Sehzadeler,175,2,5,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,8150000.0,4,1,0.0,2,0,0,0,1
Salihli,160,1,7,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,0.0,2,0,1,0,0
Turgutlu,179,2,5,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,4,1,8.0,3,0,0,1,0
Yunusemre,150,2,1,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0,3,1,2.0,3,0,1,0,0
Yunusemre,58,1,0,1,0,1,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0,1,1,3.0,3,0,1,0,0
Turgutlu,110,2,0,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,2,1,9.0,2,0,0,0,1
Turgutlu,162,2,0,0,0,1,Tapu Yok,Evet,Eşyalı Değil,8000000.0,3,1,1.0,3,0,1,0,0
Sehzadeler,160,1,34,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0,3,1,0.0,3,0,1,0,0
Turgutlu,153,1,0,0,1,1,Kat Mülkiyeti,Evet,-,5250000.0,3,1,3.0,3,2,1,0,0
Sehzadeler,130,2,26,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,0,2.0,3,0,1,0,0
Yunusemre,100,1,6,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2685000.0,2,1,0.5,3,0,0,1,0
Yunusemre,125,1,8,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,2.0,3,0,1,0,0
Turgutlu,130,1,1,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3450000.0,3,1,5.0,3,0,1,0,0
Salihli,117,1,25,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0,3,0,0,1,0
Yunusemre,110,1,5,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,6575000.0,2,1,2.0,3,0,1,0,0
Yunusemre,95,1,5,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,4.0,3,0,0,0,1
Yunusemre,60,1,1,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,2,1,3.0,1,0,0,0,1
Turgutlu,95,1,30,0,0,0,Kat Mülkiyeti,-,-,1950000.0,2,1,4.0,1,0,1,0,0
Turgutlu,135,1,6,0,0,0,-,-,-,2550000.0,3,1,3.0,3,0,1,0,0
Akhisar,118,1,21,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1875000.0,3,1,4.0,3,0,1,0,0
Turgutlu,115,1,11,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2380000.0,3,1,0.0,3,0,0,0,1
Saruhanli,75,1,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3050000.0,2,1,3.0,3,0,1,0,0
Salihli,150,1,15,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1,4.0,3,0,1,0,0
Yunusemre,95,1,1,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5475000.0,2,1,2.0,3,0,1,0,0
Turgutlu,110,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,2,1,2.0,3,0,1,0,0
Turgutlu,140,2,1,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5350000.0,3,1,1.0,3,0,1,0,0
Akhisar,135,1,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,3,1,3.0,3,2,1,0,0
Salihli,190,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,7750000.0,3,1,3.0,3,0,0,0,1
Turgutlu,142,1,26,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,2250000.0,2,1,1.0,1,0,1,0,0
Akhisar,135,1,28,1,0,1,Müstakil Tapulu,Evet,Eşyalı Değil,2850000.0,3,1,3.0,3,0,0,0,1
Sehzadeler,130,1,18,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,0.5,3,0,1,0,0
Koprubasi,130,1,7,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2200000.0,3,1,5.0,1,0,0,0,1
Turgutlu,380,3,5,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,12500000.0,3,1,0.0,0,0,0,0,1
Akhisar,85,2,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,2,1,1.0,3,2,1,0,0
Salihli,95,1,4,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0,2,1,3.0,3,0,0,1,0
Turgutlu,185,2,0,0,1,0,Tapu Yok,Evet,Eşyalı Değil,4390000.0,3,1,4.0,3,0,1,0,0
Salihli,140,1,25,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,3,2,2.0,3,0,1,0,0
Akhisar,130,1,26,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,1750000.0,3,1,0.0,1,0,1,0,0
Akhisar,67,1,24,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,1550000.0,2,1,3.0,1,0,1,0,0
Yunusemre,95,2,0,0,1,0,Müstakil Tapulu,Evet,Eşyalı Değil,2950000.0,2,0,0.5,3,2,1,0,0
Sehzadeler,130,1,25,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1,-2.0,3,0,1,0,0
Sehzadeler,100,1,5,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2450000.0,2,1,1.0,3,0,1,0,0
Turgutlu,114,1,6,0,1,0,Kat Mülkiyeti,-,Eşyalı Değil,3850000.0,3,1,4.0,3,0,1,0,0
Yunusemre,280,3,2,0,0,0,Kat Mülkiyeti,Evet,-,22000000.0,5,1,3.0,3,0,1,0,0
Akhisar,145,2,1,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1,4.0,3,0,1,0,0
Salihli,135,1,6,0,0,0,-,-,-,2045000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,135,1,6,0,0,0,-,-,-,4300000.0,3,1,3.0,3,0,1,0,0
Saruhanli,140,1,1,1,1,0,Kat Mülkiyeti,Evet,Eşyalı,3600000.0,3,1,4.0,3,0,1,0,0
Salihli,190,2,8,1,1,1,Kat Mülkiyeti,-,-,7750000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,55,1,25,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,1,1,0.0,3,0,0,1,0
Yunusemre,55,1,1,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,1,1,2.0,3,0,1,0,0
Salihli,200,1,5,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5900000.0,3,1,3.0,3,0,0,0,1
Yunusemre,120,1,26,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0,3,1,5.0,3,0,0,0,1
Sehzadeler,130,1,20,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,3.0,3,0,1,0,0
Sarigol,300,1,26,0,0,0,Hisseli Tapu,Hayır,Eşyalı Değil,340000.0,2,1,3.0,1,0,0,0,1
Turgutlu,100,1,7,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,2,1,4.0,3,0,0,0,1
Yunusemre,95,1,3,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0,2,1,0.5,3,0,1,0,0
Sehzadeler,105,1,25,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3590000.0,3,1,3.0,3,0,1,0,0
Yunusemre,135,1,6,0,0,0,-,-,-,4500000.0,3,1,3.0,3,0,1,0,0
Turgutlu,95,1,0,0,1,1,Kat İrtifakı,Evet,-,3150000.0,2,1,4.0,3,0,1,0,0
Turgutlu,152,2,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0,3,1,4.0,2,0,1,0,0
Salihli,210,2,6,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,4,1,4.0,3,0,1,0,0
Turgutlu,127,1,1,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,4.0,3,0,1,0,0
Turgutlu,155,2,15,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,5.0,3,0,1,0,0
Akhisar,200,2,0,1,1,1,Kat İrtifakı,-,Eşyalı Değil,3850000.0,4,1,5.0,3,2,1,0,0
Yunusemre,110,1,0,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,3500000.0,3,0,0.5,3,2,1,0,0
Akhisar,105,1,7,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,2,1,3.0,3,0,0,1,0
Sehzadeler,130,1,30,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4450000.0,3,1,0.5,3,0,1,0,0
Yunusemre,135,1,13,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6875000.0,3,1,5.0,3,0,1,0,0
Yunusemre,130,1,7,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,3,1,1.0,3,0,1,0,0
Yunusemre,245,1,3,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,4,1,3.0,3,0,0,0,1
Akhisar,90,1,27,0,0,0,Müstakil Tapulu,Evet,-,1685000.0,2,1,5.0,1,0,1,0,0
Turgutlu,135,1,6,0,0,0,-,-,-,2900000.0,3,1,3.0,3,0,1,0,0
Yunusemre,100,1,4,1,1,1,Kat İrtifakı,Hayır,-,3300000.0,2,1,1.0,3,0,0,0,1
Turgutlu,110,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,1.0,3,0,1,0,0
Salihli,110,1,0,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,2,1,2.0,3,0,1,0,0
Salihli,120,1,1,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0,3,1,3.0,3,0,1,0,0
Akhisar,125,1,2,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,3.0,3,2,1,0,0
Akhisar,130,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,3,1,1.0,3,0,0,0,1
Salihli,120,1,15,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,7000000.0,3,1,3.0,1,0,0,0,1
Salihli,135,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0,3,1,4.0,0,2,1,0,0
Yunusemre,140,2,5,0,1,0,Müstakil Tapulu,Evet,-,4600000.0,3,1,2.0,3,0,1,0,0
Alasehir,58,1,4,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı,2100000.0,1,1,2.0,1,0,1,0,0
Turgutlu,135,1,16,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,3,1,4.0,3,0,0,1,0
Akhisar,140,2,0,0,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0,3,1,3.0,3,0,1,0,0
Akhisar,132,2,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,1.0,3,0,1,0,0
Turgutlu,150,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,6000000.0,3,1,2.0,3,0,1,0,0
Akhisar,95,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1,4.0,3,2,1,0,0
Turgutlu,100,1,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3490000.0,2,1,3.0,3,0,1,0,0
Yunusemre,130,1,21,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0,3,1,3.0,3,0,1,0,0
Turgutlu,180,2,15,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı,4750000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,115,1,26,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0,3,1,3.0,3,0,1,0,0
Turgutlu,200,1,21,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,5400000.0,4,1,1.0,3,0,0,0,1
Sehzadeler,127,1,15,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5450000.0,3,1,6.0,3,0,0,0,1
Soma,135,1,11,1,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3875000.0,3,1,0.5,3,0,1,0,0
Yunusemre,85,1,1,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1,2.0,3,0,1,0,0
Turgutlu,125,1,6,1,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,3,1,4.0,3,0,0,1,0
Yunusemre,80,1,3,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,2,1,0.0,3,0,0,0,1
Salihli,135,2,0,0,1,1,Kat İrtifakı,-,Eşyalı Değil,4150000.0,3,1,5.0,3,2,1,0,0
Akhisar,105,1,5,0,1,0,Kat İrtifakı,Hayır,Eşyalı,3900000.0,2,1,2.0,3,0,0,1,0
Turgutlu,135,1,6,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1,2.0,3,0,1,0,0
Turgutlu,115,1,16,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,2,1,3.0,3,0,0,0,1
Turgutlu,102,2,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,5.0,3,2,1,0,0
Salihli,175,1,12,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,1,2.0,3,0,0,0,1
Yunusemre,95,1,4,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,2,1,0.5,3,0,0,0,1
Salihli,160,2,5,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,3,1,-2.0,3,0,0,0,1
Turgutlu,200,2,0,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4440000.0,4,1,4.0,3,0,1,0,0
Turgutlu,134,2,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5600000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,125,1,25,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1,3.0,3,0,0,0,1
Yunusemre,95,1,1,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,2.0,3,0,1,0,0
Yunusemre,280,3,1,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,5.0,3,0,1,0,0
Turgutlu,130,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,3,1,2.0,3,0,1,0,0
Turgutlu,130,1,6,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3490000.0,3,1,4.0,3,0,0,1,0
Turgutlu,155,2,11,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4500000.0,3,1,4.0,3,0,1,0,0
Yunusemre,250,3,4,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,5,1,4.0,3,0,0,0,1
Yunusemre,130,1,21,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,3.0,3,0,1,0,0
Yunusemre,95,1,11,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,2,1,0.5,3,0,0,0,1
Sehzadeler,60,1,25,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,1,1,0.0,1,0,1,0,0
Yunusemre,85,1,1,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0,2,1,0.5,3,0,1,0,0
Turgutlu,75,1,4,0,0,0,Kooperatiften H...,Hayır,Eşyalı,2500000.0,2,1,0.0,1,0,1,0,0
Yunusemre,120,1,25,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0,3,1,3.0,3,0,1,0,0
Yunusemre,85,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,2900000.0,2,1,0.5,3,0,1,0,0
Yunusemre,135,1,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1,3.0,3,0,0,0,1
Yunusemre,180,2,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,6700000.0,4,1,2.0,3,0,0,0,1
Yunusemre,50,1,7,0,0,1,Kat İrtifakı,-,Eşyalı,2650000.0,1,1,2.0,3,0,1,0,0
Yunusemre,90,1,1,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1,2.0,3,0,1,0,0
Yunusemre,135,1,6,0,0,0,-,-,-,4650000.0,3,1,3.0,3,0,1,0,0
Yunusemre,280,2,22,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,6000000.0,4,1,4.0,3,0,0,0,1
Akhisar,92,1,1,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0,4.0,3,0,0,1,0
Sehzadeler,80,1,21,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,2,1,2.0,3,0,1,0,0
Akhisar,90,2,1,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0,2,1,2.0,3,0,1,0,0
Akhisar,225,2,0,1,0,1,Müstakil Tapulu,Hayır,Eşyalı Değil,14950000.0,5,1,3.0,3,0,1,0,0
Turgutlu,130,2,0,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,3.0,3,0,1,0,0
Salihli,145,1,20,0,1,1,Kat Mülkiyeti,Hayır,-,4600000.0,3,1,3.0,3,0,1,0,0
Turgutlu,130,1,1,1,1,0,Kat İrtifakı,Hayır,-,4250000.0,3,1,3.0,3,0,1,0,0
Salihli,160,1,21,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,1,6.0,3,0,0,0,1
Turgutlu,310,3,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,5,1,5.0,3,0,1,0,0
Yunusemre,250,2,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4740000.0,4,2,4.0,3,0,1,0,0
Sehzadeler,120,1,25,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1,3.0,3,0,1,0,0
Yunusemre,100,1,21,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,3,1,5.0,3,0,1,0,0
Turgutlu,130,1,16,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,3,1,3.0,3,0,1,0,0
Yunusemre,115,2,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,3,1,0.5,3,0,1,0,0
Yunusemre,125,1,26,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0,3,1,3.0,3,0,1,0,0
Yunusemre,95,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,2,1,1.0,3,0,1,0,0
Turgutlu,141,1,11,0,1,0,Kat İrtifakı,Hayır,-,2500000.0,3,1,3.0,3,0,0,1,0
Yunusemre,125,1,4,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1,2.0,3,0,1,0,0
Yunusemre,125,1,5,0,1,1,Müstakil Tapulu,Evet,Eşyalı Değil,4500000.0,3,1,2.0,3,0,0,0,1
