Ilce,M2,Banyo,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat
Yunusemre,100,2,0,Yerden Isıtma,1,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4500000.0,2,1,0.5
Yunusemre,75,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,2,1,2.0
Yunusemre,160,1,5,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,0.5
Turgutlu,150,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,3,1,3.0
Yunusemre,120,1,21,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,6800000.0,3,1,2.0
Akhisar,275,2,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,4,1,3.0
Yunusemre,125,1,1,Kombi,0,0,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1,0.5
Yunusemre,120,2,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,3,1,3.0
Yunusemre,125,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4700000.0,3,1,2.0
Turgutlu,130,1,11,Soba,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1,2.0
Yunusemre,135,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,5.0
Yunusemre,145,1,6,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,4.0
Yunusemre,100,1,0,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,4100000.0,2,1,4.0
Yunusemre,92,1,1,Yerden Isıtma,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,2,1,1.0
Yunusemre,135,1,1,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5300000.0,3,1,2.0
Turgutlu,100,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,2.0
Turgutlu,150,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5000000.0,3,1,3.0
Turgutlu,180,2,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,4,1,4.0
Sehzadeler,136,1,21,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,4.0
Turgutlu,250,2,6,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,10250000.0,4,1,5.0
Turgutlu,125,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,3,1,3.0
Saruhanli,64,1,5,Soba,0,0,0,Sıfır,Mülk Sahibi,Hisseli Tapu,Hayır,-,12500000.0,1,1,3.0
Yunusemre,100,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5495000.0,2,1,2.0
Yunusemre,125,1,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1,4.0
Yunusemre,200,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,5,1,5.0
Turgutlu,150,2,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3900000.0,3,1,2.0
Yunusemre,130,1,21,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4575000.0,3,1,4.0
Turgutlu,105,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1,2.0
Saruhanli,65,1,1,Kombi,0,0,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2100000.0,1,1,1.0
Yunusemre,180,2,11,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,8300000.0,4,1,4.0
Turgutlu,145,2,0,Kombi,0,0,0,-,Boş,Arsa,Hayır,Eşyalı Değil,5000000.0,3,1,3.0
Salihli,357,1,25,Soba,0,1,1,İkinci El,Kiracılı,Arsa,Hayır,Eşyalı Değil,7500000.0,3,1,3.0
Akhisar,200,2,1,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,4,1,4.0
Turgutlu,140,1,11,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,3599000.0,3,1,4.0
Turgutlu,140,1,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0
Turgutlu,160,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6750000.0,3,1,1.0
Yunusemre,90,1,5,Kombi,1,1,0,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3350000.0,2,1,0.5
Sehzadeler,125,1,25,Kombi,0,0,0,-,-,Kat İrtifakı,-,Eşyalı Değil,3680000.0,3,1,4.0
Sehzadeler,140,1,16,Kombi,0,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0,3,1,5.0
Turgutlu,130,2,0,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,3.0
Turgutlu,125,1,26,Isıtma Yok,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,3,1,3.0
Sehzadeler,125,1,34,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3350000.0,3,1,4.0
Saruhanli,480,1,30,Soba,0,0,0,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2550000.0,2,1,3.0
Turgutlu,135,1,21,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2950000.0,3,1,6.0
Yunusemre,60,1,0,Merkezi (Pay Öl...,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1,2.0
Akhisar,145,1,31,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1,3.0
Yunusemre,89,2,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3470000.0,3,1,0.5
Akhisar,280,1,19,Kombi,1,0,0,İkinci El,-,Kat İrtifakı,Evet,Eşyalı Değil,14000000.0,4,1,3.0
Turgutlu,105,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,2,1,2.0
Turgutlu,105,1,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1,1.0
Turgutlu,95,1,25,Kombi,1,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2550000.0,2,1,3.0
Soma,316,1,35,Soba,0,0,0,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,1500000.0,2,1,3.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4650000.0,3,1,3.0
Sehzadeler,135,1,4,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0
Yunusemre,180,2,11,Merkezi (Pay Öl...,1,0,1,-,Mülk Sahibi,Kat İrtifakı,Güzelyurt’tan daire ile takas düşünülür,Eşyalı Değil,8000000.0,4,1,4.0
Saruhanli,200,1,3,Klima,0,0,0,-,-,Müstakil Tapulu,Evet,-,29900000.0,3,0,0.0
Turgutlu,100,1,31,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,2,1,0.0
Turgutlu,110,1,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,2,1,4.0
Sehzadeler,250,2,5,Kat Kaloriferi,0,1,0,-,Mülk Sahibi,Tapu Yok,Evet,Eşyalı Değil,8500000.0,3,2,0.0
Kula,360,1,31,Isıtma Yok,0,0,0,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,650000.0,2,0,1.0
Yunusemre,90,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,0.5
Turgutlu,150,1,16,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3225000.0,3,1,4.0
Yunusemre,85,1,4,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1,2.0
Saruhanli,135,1,1,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1,2.0
Akhisar,150,1,11,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1,2.0
Yunusemre,140,2,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,7500000.0,3,1,3.0
Akhisar,135,1,6,-,0,0,0,-,-,-,-,-,16250000.0,3,1,3.0
Turgutlu,100,1,5,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,2,1,3.0
Sehzadeler,140,1,16,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.5
Saruhanli,135,1,1,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,4.0
Sehzadeler,130,1,21,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,2,1,2.0
Turgutlu,95,1,1,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,2,1,1.0
Sehzadeler,125,1,26,Kombi,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4220000.0,3,1,2.0
Turgutlu,102,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,2,1,2.0
Akhisar,115,1,26,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,3,1,2.0
Salihli,300,2,10,Klima,0,0,0,-,-,Müstakil Tapulu,Evet,-,23500000.0,4,0,0.0
Yunusemre,110,1,23,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0,3,1,2.0
Sehzadeler,130,1,20,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,3,1,2.0
Turgutlu,130,1,26,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2400000.0,2,1,4.0
Sehzadeler,100,1,21,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1,5.0
Yunusemre,120,1,25,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1,1.0
Turgutlu,135,1,21,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1,3.0
Yunusemre,140,1,6,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,3,1,1.0
Turgutlu,150,2,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1,2.0
Kula,200,1,25,Soba,0,0,0,İkinci El,-,Arsa,Hayır,Eşyalı,1950000.0,2,1,3.0
Turgutlu,200,2,0,Yerden Isıtma,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6000000.0,4,1,3.0
Turgutlu,200,2,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6149000.0,3,1,4.0
Akhisar,103,1,26,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,2,1,2.0
Turgutlu,104,2,0,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,3.0
Yunusemre,58,1,1,Kombi,1,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0,1,1,3.0
Yunusemre,65,1,4,Kombi,1,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,1,1,0.5
Turgutlu,160,2,5,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4900000.0,3,1,2.0
Turgutlu,135,1,25,Doğalgaz Sobası,0,0,0,-,-,Kat Mülkiyeti,Hayır,-,2500000.0,3,1,3.0
Turgutlu,165,2,4,Yerden Isıtma,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı,7650000.0,3,1,2.0
Yunusemre,125,2,24,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,4150000.0,3,1,3.0
Salihli,90,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3400000.0,2,1,3.0
Turgutlu,120,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,3.0
Turgutlu,110,1,1,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3630000.0,2,1,2.0
Yunusemre,190,2,0,Merkezi (Pay Öl...,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4650000.0,4,1,5.0
Akhisar,230,1,27,Soba,0,0,0,-,-,Kat İrtifakı,-,-,5450000.0,3,1,3.0
Yunusemre,140,1,11,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2980000.0,2,1,0.5
Sehzadeler,130,2,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.0
Turgutlu,130,2,0,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5950000.0,3,1,3.0
Sehzadeler,120,2,5,Soba,0,1,1,-,Mülk Sahibi,Tapu Yok,Evet,Eşyalı Değil,6500000.0,4,1,0.0
Akhisar,95,1,1,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1,2.0
Turgutlu,400,3,0,Yerden Isıtma,0,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,6,2,4.0
Akhisar,140,1,26,Soba,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2300000.0,3,1,1.0
Saruhanli,130,1,1,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0,3,1,4.0
Turgutlu,160,2,0,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,3,1,4.0
Yunusemre,140,1,6,Kombi,1,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,4.0
Sehzadeler,116,2,26,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,5.0
Salihli,130,1,20,Kombi,0,1,0,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,3.0
Akhisar,191,3,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,5,1,3.0
Turgutlu,100,1,11,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2199000.0,2,1,4.0
Turgutlu,130,1,7,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,3,1,0.0
Yunusemre,240,2,5,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,12600000.0,4,1,4.0
Saruhanli,120,1,6,Kombi,0,1,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3600000.0,3,1,4.0
Turgutlu,230,2,5,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5980000.0,3,1,2.0
Yunusemre,200,1,15,Kombi,0,1,1,-,-,Kat İrtifakı,-,-,5500000.0,4,1,5.0
Turgutlu,130,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1,4.0
Akhisar,90,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,2,1,1.0
Turgutlu,145,2,15,Kombi,1,1,0,-,-,Kat Mülkiyeti,-,-,4500000.0,3,1,5.0
Yunusemre,106,2,1,Merkezi (Pay Öl...,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,9980000.0,2,1,4.0
Turgutlu,130,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6000000.0,3,1,2.0
Salihli,210,2,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Evet,-,9400000.0,4,1,-1.0
Turgutlu,170,1,16,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3140000.0,3,1,3.0
Turgutlu,160,1,16,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,3,1,4.0
Yunusemre,100,1,4,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,4950000.0,2,1,0.5
Yunusemre,120,1,1,Kombi,0,1,0,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,4250000.0,3,0,1.0
Turgutlu,115,1,0,Kombi,0,1,0,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3600000.0,2,1,3.0
Sehzadeler,120,1,21,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.5
Yunusemre,80,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1,-3.0
Sehzadeler,130,1,20,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4800000.0,3,1,4.0
Akhisar,390,3,0,Yerden Isıtma,1,0,1,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,13500000.0,4,1,0.0
Turgutlu,100,1,6,Isıtma Yok,0,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,-,2500000.0,2,1,4.0
Yunusemre,140,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5950000.0,3,1,2.0
Turgutlu,105,1,0,Yerden Isıtma,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,1.0
