M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu,Ilce_Akhisar,Ilce_Alasehir,Ilce_Demirci,Ilce_Gordes,Ilce_Kirkagac,Ilce_Koprubasi,Ilce_Kula,Ilce_Salihli,Ilce_Sarigol,Ilce_Saruhanli,Ilce_Sehzadeler,Ilce_Selendi,Ilce_Soma,Ilce_Turgutlu,Ilce_Yunusemre
110,1,0,0,1,1,1,0,3250000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,2,5,0,0,1,0,0,6300000.0,4,1,4.0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,2,4,1,1,0,1,0,5650000.0,3,1,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,2,11,1,1,1,0,0,5750000.0,2,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,1,20,0,1,1,0,0,4150000.0,3,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,1,2,0,1,0,0,1,2350000.0,1,1,-3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,20,0,0,0,0,1,3200000.0,2,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,1,26,1,1,0,0,0,6350000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1,2,0,0,0,0,0,2500000.0,1,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,16,1,1,1,0,0,3400000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,12,1,1,0,0,0,6970000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,8,0,1,0,0,1,2500000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,1,6,0,0,0,0,0,1625000.0,2,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,2,28,1,1,0,1,0,4950000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,2,7,0,1,1,0,1,5400000.0,3,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,2,0,0,1,1,0,0,4000000.0,3,1,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,8,0,0,0,1,0,1650000.0,2,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,2,8,1,0,0,0,0,5250000.0,4,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,2,0,0,0,0,1,0,4100000.0,3,1,7.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,0,0,1,1,1,0,3250000.0,1,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,16,1,1,0,1,0,3550000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,0,0,0,0,1,0,3450000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,5,0,1,1,0,0,3495000.0,2,1,5.0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,1,5,0,0,0,0,0,2850000.0,2,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,0,0,0,0,1,0,3250000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,2,5,0,0,0,0,0,7650000.0,5,2,6.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,11,0,0,0,1,0,3900000.0,3,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,1,1,0,1,0,3800000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,26,0,0,0,0,0,1675000.0,3,1,4.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,1,0,1,1,0,0,3900000.0,2,1,0.5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1,0,0,1,0,1,0,3600000.0,3,1,0.5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,0,0,0,0,0,0,3650000.0,2,1,1.0,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,28,0,0,0,0,0,2900000.0,1,0,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,2,5,1,1,1,0,0,5100000.0,1,1,5.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,1,10,0,0,0,0,0,5300000.0,4,1,3.0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,5,0,0,1,0,0,4200000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,0,0,1,1,0,0,3795000.0,1,1,6.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1,31,0,0,0,1,0,2090000.0,2,1,4.0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,16,0,1,1,0,0,4750000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,1,0,0,0,0,0,3100000.0,3,1,0.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,0,0,0,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,2,21,0,0,1,1,0,5500000.0,3,1,1.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,1,16,0,0,1,0,0,3750000.0,2,1,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,11,1,0,0,0,0,3900000.0,3,1,2.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,4,0,0,0,1,1,2270000.0,1,1,0.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,1,26,0,1,0,1,0,3725000.0,3,1,5.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,16,0,0,0,0,0,2450000.0,3,0,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,1,6,0,0,0,0,0,2250000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,1,15,1,0,0,1,0,3300000.0,3,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,1,26,0,1,1,1,0,4000000.0,3,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1,25,0,1,1,1,0,3650000.0,2,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,35,1,1,0,0,0,4950000.0,3,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,1,0,0,0,1,1,0,3350000.0,3,1,7.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,25,0,1,0,0,0,3800000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,3,6,0,0,1,0,0,7550000.0,5,1,0.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,5,0,1,1,0,0,2375000.0,2,1,2.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,16,1,1,1,0,0,3000000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,4,0,1,0,1,0,4450000.0,2,1,0.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2,0,0,1,0,0,0,4000000.0,2,1,1.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,2,1,0,0,0,0,3950000.0,4,1,3.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,11,0,0,0,0,0,3000000.0,2,1,0.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,1,1,0,0,0,3799000.0,3,1,-1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1,6,0,1,0,0,0,2350000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,2,2,0,0,0,0,0,5650000.0,4,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,1,0,0,1,0,0,0,5750000.0,5,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,2,4,0,0,0,0,0,4800000.0,4,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,16,0,1,0,0,0,4250000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,0,1,1,1,0,0,3250000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,2,0,1,1,1,0,0,6300000.0,3,1,3.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,2,8,0,1,0,1,0,4250000.0,3,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,30,0,0,0,1,1,3050000.0,3,1,2.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,16,0,0,0,0,0,7500000.0,4,2,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,2,1,0,1,0,1,0,4750000.0,2,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,26,0,1,0,0,0,2250000.0,2,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,2,15,0,0,0,1,0,5500000.0,5,2,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,1,0,0,1,1,0,0,4150000.0,2,1,3.0,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340,1,15,0,0,0,1,1,5750000.0,3,0,3.0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,2,1,0,0,0,1,0,5250000.0,4,1,4.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,2,11,0,0,1,0,0,5450000.0,5,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,21,1,0,0,0,0,2950000.0,2,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,2,0,0,0,0,0,0,4600000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,0,0,0,0,1,0,2949000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,1,31,0,0,0,0,0,2750000.0,2,1,1.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,1,1,1,1,1,0,4650000.0,4,1,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,6,1,1,1,0,0,5650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,26,1,0,1,0,0,4400000.0,3,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,1,40,1,1,0,0,0,3500000.0,3,1,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,1,34,0,0,0,1,0,1150000.0,1,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,1,25,0,0,1,0,1,3200000.0,3,1,-2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,26,0,1,0,0,0,1975000.0,2,1,2.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,10,0,0,1,0,0,3300000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,1,6,1,1,1,1,0,3350000.0,4,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,1,34,0,1,0,0,0,2550000.0,3,1,6.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,1,31,0,0,0,0,0,4250000.0,3,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,1,21,0,0,0,0,0,2950000.0,2,1,0.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,2,7,0,0,0,0,0,3000000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,30,0,0,0,1,0,2450000.0,2,1,5.0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,1,6,0,0,0,0,0,4000000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,8,1,0,0,0,0,2400000.0,2,0,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,3,1,0,0,1,0,0,3250000.0,4,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,30,0,1,1,1,0,3050000.0,2,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,1,21,0,0,0,0,0,2250000.0,3,1,3.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,11,1,1,1,0,0,2900000.0,1,1,5.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,1,5,0,1,1,0,1,2750000.0,2,1,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,4,0,1,0,0,0,3850000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,2,6,0,0,0,0,0,5250000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1,10,1,1,0,0,0,3450000.0,3,1,2.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,2,0,1,1,0,1,0,5250000.0,3,1,4.0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,4,1,1,1,0,0,5600000.0,4,2,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,0,1,1,1,0,0,3250000.0,2,1,3.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,0,0,1,1,1,0,3500000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,2,1,1,0,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,1,5,1,0,1,0,0,3550000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,0,1,0,0,1,0,4300000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,2,1,0,1,1,0,0,4500000.0,4,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,11,0,0,0,0,0,3550000.0,3,1,1.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2,1,0,1,0,1,0,4500000.0,3,0,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,0,0,0,0,0,6000000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,2,1,0,1,0,0,0,2920000.0,2,1,4.0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,11,0,0,0,0,1,2350000.0,2,1,0.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,0,0,1,1,1,0,2650000.0,2,1,2.0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,1,5,1,1,0,0,0,3650000.0,2,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,20,0,0,1,0,0,3000000.0,3,1,3.0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,4,0,1,0,0,0,3480000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,16,1,1,1,1,0,3700000.0,3,1,2.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,36,1,1,0,1,0,3750000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,1,50,1,1,0,0,0,3250000.0,2,1,4.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,2,6,1,1,1,0,0,4450000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,2,0,0,1,0,0,3450000.0,3,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2,0,0,1,1,0,0,5400000.0,3,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,1,4,0,1,0,0,0,2950000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,16,0,1,0,0,0,4950000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,2,4,0,1,1,1,0,4160000.0,3,1,3.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,10,1,1,0,0,0,4350000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,1,5,1,0,0,0,1,2600000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,2,5,1,0,1,0,0,4950000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,1,6,1,0,1,0,1,4150000.0,1,1,2.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,2,0,0,1,1,0,0,3950000.0,3,1,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,1,1,0,1,0,4600000.0,1,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,5,1,1,1,0,0,4000000.0,2,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,0,1,0,1,0,0,2300000.0,2,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,1,0,0,1,1,0,0,2850000.0,2,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,2,3,0,0,0,1,1,6700000.0,4,1,0.0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,2,6,1,1,1,1,0,3500000.0,3,1,2.0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,4,1,1,0,0,0,4600000.0,4,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,0,0,1,0,0,1,7500000.0,1,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
170,2,0,1,1,1,1,0,6250000.0,3,1,3.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,0,0,1,0,1,0,5150000.0,3,1,2.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,20,0,0,1,0,0,1350000.0,2,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,1,25,0,1,0,0,0,4000000.0,2,1,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,3,0,1,1,1,0,0,5500000.0,4,2,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,1,0,1,0,1,0,3750000.0,3,1,5.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1,21,0,0,0,0,0,2300000.0,1,1,0.5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,1,21,0,0,1,1,0,3895000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,1,5,1,1,1,0,0,3250000.0,2,1,-1.0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,2,0,0,1,1,0,0,4000000.0,3,1,1.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,11,1,1,1,0,0,4200000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,2,4,1,1,0,0,0,4750000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,5,0,0,0,0,0,2790000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,6,0,1,1,1,0,6495000.0,2,0,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1,0,1,1,1,1,0,3350000.0,1,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,20,1,1,1,1,0,4250000.0,3,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,1,18,1,0,0,0,0,2500000.0,3,1,4.0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,1,0,1,1,1,0,0,5250000.0,2,1,1.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,40,0,1,0,1,0,1200000.0,2,0,4.0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2,16,1,1,1,0,0,3750000.0,3,1,2.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,6,1,1,1,0,0,4200000.0,3,1,0.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,0,0,1,1,1,0,3250000.0,2,0,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,1,0,0,0,0,3100000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,2,6,0,1,0,1,0,7000000.0,3,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,2,4,1,1,1,0,0,5750000.0,3,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,2,1,1,1,1,0,0,3500000.0,3,1,1.0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,0,0,0,1,1,0,3575000.0,1,1,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,1,0,1,1,1,0,0,6850000.0,2,1,0.5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,21,1,1,1,1,0,3950000.0,2,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,20,0,0,0,1,0,2045000.0,2,1,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,1,28,1,1,0,0,0,3200000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,1,5,0,0,1,0,1,4575000.0,1,1,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,5,0,1,1,0,0,3870000.0,2,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,1,0,1,0,1,0,3650000.0,2,1,3.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,28,1,1,0,1,0,2475000.0,3,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,1,0,1,0,0,2700000.0,2,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,1,0,1,1,0,0,0,3200000.0,3,1,5.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,1,0,0,0,0,0,0,2900000.0,2,1,3.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,1,16,0,1,1,1,0,5000000.0,3,1,0.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,1,6,1,1,1,0,0,5150000.0,3,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,20,0,0,0,0,0,3900000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,11,0,0,0,0,0,3150000.0,3,1,4.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,0,0,0,1,0,0,2780000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,0,0,1,1,0,0,4150000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
